,tweet_id,text,tokenized_text
1394,1521169188634648578,"Celebrating neurodiversity is foundational to the Mentra platform.💪🏽🧠

If you’re a neurodivergent job seeker, Mentra is LIVE and you can sign up today at https://t.co/xxFD54iXIZ 📣
#inclusion #neurodiversity #mentra #technology #neurodivergent https://t.co/tQesF72Lom","celebrating neurodiversity is foundational to the mentra platform . 💪 🏽 🧠 if you ’ re a neurodivergent job seeker , mentra is <allcaps> live </allcaps> and you can sign up today at <url> 📣 <hashtag> inclusion </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> m entra </hashtag> <hashtag> technology </hashtag> <hashtag> neuro divergent </hashtag> <url>"
1395,1521169155805913090,"Minister Rabbitte launches #Autism Innovation Strategy consultation https://t.co/EJhs0zT2Uc

""I wish to invite the submission of views from all who wish to contribute, especially from people with autism &amp; neurodiversity, their families, friends, representatives &amp; key supporters."" https://t.co/SbVILoZrrD","minister rabbitte launches <hashtag> autism </hashtag> innovation strategy consultation <url> "" i wish to invite the submission of views from all who wish to contribute , especially from people with autism & neurodiversity , their families , friends , representatives & key supporters . "" <url>"
1397,1521168350449123328,"#Confusion comes from people speaking too quickly, and without punctuation.

This totally baffles me too. 

#neurodiversity #adhd #dyslexia #dysbraxia #aspergers","<hashtag> confusion </hashtag> comes from people speaking too quickly , and without punctuation . this totally baffles me too . <hashtag> neurodiversity </hashtag> <hashtag> adhd </hashtag> <hashtag> dyslexia </hashtag> <hashtag> dys bra xia </hashtag> <hashtag> aspergers </hashtag>"
1400,1521166422126501889,"I still remember the prediction in 2006 that a prenatal test for autism would be developed in ten years, didn't happen. I think a scientist Joseph Buxbaum claimed this and #neurodiversity proponents had a site with an hour glass countdown","i still remember the prediction in <number> that a prenatal test for autism would be developed in ten years , did not happen . i think a scientist joseph buxbaum claimed this and <hashtag> neurodiversity </hashtag> proponents had a site with an hour glass countdown"
1401,1521165904645611522,From @Microsoft365: Announcing new Microsoft 365 features that support neurodiversity and inclusivity in the hybrid workplace. Discover them all: https://t.co/HfdLhc1tUw #Microsoft365 https://t.co/gZ22hzlHDM,from <user> : announcing new microsoft <number> features that support neurodiversity and inclusivity in the hybrid workplace . discover them all : <url> <hashtag> microsoft 365 </hashtag> <url>
1402,1521165631047061505,From @Microsoft365: Announcing new Microsoft 365 features that support neurodiversity and inclusivity in the hybrid workplace. Discover them all: https://t.co/pNyv7KIsGx #Microsoft365 https://t.co/ECnikLp9SG,from <user> : announcing new microsoft <number> features that support neurodiversity and inclusivity in the hybrid workplace . discover them all : <url> <hashtag> microsoft 365 </hashtag> <url>
1403,1521163865647628288,"A great spotlight on the growing momentum for neurodiversity in the workforce. Grateful that my employer, CoverMyMeds, is helping make a positive difference. https://t.co/nh6s5vaZz9 https://t.co/VOHcVWA49T","a great spotlight on the growing momentum for neurodiversity in the workforce . grateful that my employer , covermymeds , is helping make a positive difference . <url> <url>"
1408,1521160502717689858,"Wonderful insights on behavior and leadership!
#neuroscience #leadership #leadershipdevelopment  #neurodiversity #habits #habitsforsuccess  #growth #habitsforgrowth #middlemarket #mergersandacquisitions https://t.co/IKTltFBK8j",wonderful insights on behavior and leadership ! <hashtag> neuroscience </hashtag> <hashtag> leadership </hashtag> <hashtag> leadership development </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> habits </hashtag> <hashtag> habits for success </hashtag> <hashtag> growth </hashtag> <hashtag> habits for growth </hashtag> <hashtag> middle market </hashtag> <hashtag> mergers and acquisitions </hashtag> <url>
1409,1521159837110788096,"I am ADHD and Autistic. I strongly believe in the ideals of neurodiversity, and don't want to reduce the many strengths and positive aspects of my different brain.

But I also don't want to go the other way: being neurodivergent in a world made for neurotypicals IS disabling.

7/","i am <allcaps> adhd </allcaps> and autistic . i strongly believe in the ideals of neurodiversity , and do not want to reduce the many strengths and positive aspects of my different brain . but i also do not want to go the other way : being neurodivergent in a world made for neurotypicals is disabling . <number> /"
1410,1521159593497403392,"Are you an emotional sponge with your friends/family?

#autismacceptance #mentalhealthsupport #neurodiversity #adhd #anxiety https://t.co/CZcPhhFaJS",are you an emotional sponge with your friends / family ? <hashtag> autism acceptance </hashtag> <hashtag> mental health support </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> adhd </hashtag> <hashtag> anxiety </hashtag> <url>
1414,1521158844067557376,"Join our upcoming webinar to hear from Pete Benyon, neurodiversity and behaviour specialist, who will be discussing what we mean by ""behaviour"" in #education and #curriculum.

Register here 👉 https://t.co/LaP7rBITGF
📆 Thursday 18 May
🕓 4-5pm https://t.co/Fjyoe7SQpk","join our upcoming webinar to hear from pete benyon , neurodiversity and behaviour specialist , who will be discussing what we mean by "" behaviour "" in <hashtag> education </hashtag> and <hashtag> curriculum </hashtag> . register here 👉 <url> 📆 thursday <date> 🕓 <number> - <time> <url>"
1415,1521237001072041984,"#AutismIsImportantToHumanity   #RemoveTheBarriersToNeurodiveristiesSuccess
#CanadianGovernment 
#Neurodiversity – the key that unlocked my world | Elisabeth Wiklander | ... https://t.co/qowZ1azRnT via @YouTube",<hashtag> autism is important to humanity </hashtag> <hashtag> remove the barriers to neurodiveristies success </hashtag> <hashtag> canadian government </hashtag> <hashtag> neurodiversity </hashtag> – the key that unlocked my world | elisabeth wiklander | . <repeated> <url> via <user>
1421,1521234805026873351,"Understand the value of embracing neurodiversity with this engaging webinar from @The_Institutes on May 3 at 10am EDT. 

Panelists from @CallahanFusco, @autselfadvocacy, @FrederickCC. Register: https://t.co/VfDlZxBU8K 

#DEI #Diversity #Inclusion #Neurodiversity https://t.co/s7aLsn2l6d","understand the value of embracing neurodiversity with this engaging webinar from <user> on <date> at <time> <allcaps> edt </allcaps> . panelists from <user> , <user> , <user> . register : <url> <hashtag> dei </hashtag> <hashtag> diversity </hashtag> <hashtag> inclusion </hashtag> <hashtag> neurodiversity </hashtag> <url>"
1431,1521231464863514629,"A meltdown is NOT a temper tantrum-It’s an expression of need, a reaction to overwhelm &amp; isn’t easily controlled #autism #asd #autismontario #autismspectrum #BeTheChange #neurodiversity #endthestigma #autismparents #aba #autismawareness https://t.co/zIksYyRUfa","a meltdown is <allcaps> not </allcaps> a temper tantrum - it ’ s an expression of need , a reaction to overwhelm & isn ’ t easily controlled <hashtag> autism </hashtag> <hashtag> asd </hashtag> <hashtag> autism ontario </hashtag> <hashtag> autism spectrum </hashtag> <hashtag> be the change </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> end the stigma </hashtag> <hashtag> autism parents </hashtag> <hashtag> aba </hashtag> <hashtag> autism awareness </hashtag> <url>"
1432,1521230391763513344,"@acoffinwrites A lot actually! It's a very complex neurodiversity. My other wip taught me about attachment styles, another taught me about DID. A lot of my books involve mental illness 😅","<user> a lot actually ! it ' s a very complex neurodiversity . my other wip taught me about attachment styles , another taught me about <allcaps> did </allcaps> . a lot of my books involve mental illness 😅"
1433,1521230231645921282,"Neurodiversity and branding is a topic that has always interested my academic mind. 🤷‍♂️

20% of the population of the world is said to be neurodivergent. 🧍‍♀️🧍🧍‍♂️

How do we build our brands to account for this large part of the population? (1/4)",neurodiversity and branding is a topic that has always interested my academic mind . 🤷 ‍ ♂️ <percent> of the population of the world is said to be neurodivergent . 🧍 ‍ ♀️ 🧍 🧍 ‍ ♂️ how do we build our brands to account for this large part of the population ? ( <number> / <number> )
1434,1521229822105731072,"@GammaReigh I was just talking about that on the NeuroDiversity Twitter community.
My meds don’t really even work anymore, and I can’t take my pre-COVID dose anymore anyway because of this post-COVID random tachycardia from standing up or walking around stuff.
I’m 18 months post infection.","<user> i was just talking about that on the neurodiversity twitter community . my meds don ’ t really even work anymore , and i can ’ t take my pre - <allcaps> covid </allcaps> dose anymore anyway because of this post - <allcaps> covid </allcaps> random tachycardia from standing up or walking around stuff . i ’ m <number> months post infection ."
1438,1521229094402375681,"@ModestyQueen19 It should go back. The puzzle piece is an outdated, offensive hate symbol, it's meaning is that we have a 'puzzling condition' that needs to be fixed so we fit in. The correct symbol for autism is the gold infinity, or rainbow infinity for general neurodiversity #ActuallyAutistic","<user> it should go back . the puzzle piece is an outdated , offensive hate symbol , it ' s meaning is that we have a ' puzzling condition ' that needs to be fixed so we fit in . the correct symbol for autism is the gold infinity , or rainbow infinity for general neurodiversity <hashtag> actually autistic </hashtag>"
1439,1521228619997192192,"@FranklyUk @autismspeaks @Autism @Wickes The puzzle piece is an outdated, offensive hate symbol, it's meaning is that we have a 'puzzling condition' that needs to be fixed so we fit in. The correct symbol for autism is the gold infinity, or rainbow infinity for general neurodiversity. #EndAutismSpeaks #ActuallyAutistic","<user> <user> <user> <user> the puzzle piece is an outdated , offensive hate symbol , it ' s meaning is that we have a ' puzzling condition ' that needs to be fixed so we fit in . the correct symbol for autism is the gold infinity , or rainbow infinity for general neurodiversity . <hashtag> end autism speaks </hashtag> <hashtag> actually autistic </hashtag>"
1441,1521227217363255299,"What Is The Business Case For Employing Neurotypicals? via @forbes https://t.co/qqRVaEJs9c 
#neurodiversity #diversity #inclusion",what is the business case for employing neurotypicals ? via <user> <url> <hashtag> neurodiversity </hashtag> <hashtag> diversity </hashtag> <hashtag> inclusion </hashtag>
1442,1521227021074026497,"🤝 Ready to harness #Neurodiversity within #Cybersecurity teams? 

💬 Join our Neurodiversity in Cybersecurity Summit on May 12th, which will celebrate the unique talents and contributions of neurodivergent professionals in #Cybersecurity! 

🖇️ Register: https://t.co/PmnQne3Xc6. https://t.co/LQJF5rY67w","🤝 ready to harness <hashtag> neurodiversity </hashtag> within <hashtag> cybersecurity </hashtag> teams ? 💬 join our neurodiversity in cybersecurity summit on <date> , which will celebrate the unique talents and contributions of neurodivergent professionals in <hashtag> cybersecurity </hashtag> ! 🖇 ️ register : <url> <url>"
1443,1521224462980591616,"@APStylebook If you're writing for a mass audience and throwing around terms like neurodiversity, neurodivergent, neurodiverse and neurotypical, you're already on the cusp of losing or confusing your audience, even if they are coming out of the mouth of a neuroscientist. Better explain them.","<user> if you are writing for a mass audience and throwing around terms like neurodiversity , neurodivergent , neurodiverse and neurotypical , you are already on the cusp of losing or confusing your audience , even if they are coming out of the mouth of a neuroscientist . better explain them ."
1453,1521219239067201539,"@CryptoPaul68_2 @justin_hart It's a way for damaged people to try and belong by usurping and appropriating a category/class of people with actual problems.
https://t.co/gi1hQMoDeg",<user> <user> it ' s a way for damaged people to try and belong by usurping and appropriating a category / class of people with actual problems . <url>
1454,1521218394032324613,"Could you volunteer with Zetetick and help us make a difference?

Your local Charity

Volunteering is an excellent way to give back to your community while gaining valuable https://t.co/ahxBuHTMkG #supportedliving #learningdisabilities #inclusion #neurodiversity #autismlove",could you volunteer with zetetick and help us make a difference ? your local charity volunteering is an excellent way to give back to your community while gaining valuable <url> <hashtag> supported living </hashtag> <hashtag> learning disabilities </hashtag> <hashtag> inclusion </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> autism love </hashtag>
1455,1521218236397899779,"A group of neurodiversity advocates backed by three big NZ companies are launching a certification programme they hope will change the world for neurodiverse people at work. Because at the moment, they say, “it sucks”. https://t.co/5pQ9219Edu","a group of neurodiversity advocates backed by three big nz companies are launching a certification programme they hope will change the world for neurodiverse people at work . because at the moment , they say , “ it sucks ” . <url>"
1457,1521218084320731136,@Shann_Q0 Thank you for your passionate &amp; factual advocacy on neurodiversity and mental health.,<user> thank you for your passionate & factual advocacy on neurodiversity and mental health .
1458,1521217972181872641,Career Advice | Maggie Coughlin shares some lessons she’s learned in understanding her own autism and how to work with her neurodiversity and that of the students she teaches. https://t.co/2VJyK65PWb,career advice | maggie coughlin shares some lessons she ’ s learned in understanding her own autism and how to work with her neurodiversity and that of the students she teaches . <url>
1459,1521217850362454016,"We don't say the words neurodiversity, neurodiverse and neurodivergent should be enclosed in quote marks. 
Instead, we recommend only using these terms when quoting a source in a story, such as: ""The program serves a neurodivergent population,"" he said.","we do not say the words neurodiversity , neurodiverse and neurodivergent should be enclosed in quote marks . instead , we recommend only using these terms when quoting a source in a story , such as : "" the program serves a neurodivergent population , "" he said ."
1461,1521217689871544320,"We've been in some great #spaces with @PerceptionsTod1 today. 
He's making a great community and spaces around #consciousness, #Neurodiversity, and so many other important conversations.

Check em out! https://t.co/yvusCOiPje","we have been in some great <hashtag> spaces </hashtag> with <user> today . he ' s making a great community and spaces around <hashtag> consciousness </hashtag> , <hashtag> neurodiversity </hashtag> , and so many other important conversations . check em out ! <url>"
1469,1521216473170993152,"""I am begging the autism research and clinical community: Please put more efforts into autism-specific medical accommodations and training so that people like my [high-support] son can get the medical care they need.” At @Spectrum:

https://t.co/xes0jvMAqb #neurodiversity #autism",""" i am begging the autism research and clinical community : please put more efforts into autism - specific medical accommodations and training so that people like my [ high - support ] son can get the medical care they need . ” at <user> : <url> <hashtag> neurodiversity </hashtag> <hashtag> autism </hashtag>"
1471,1521215591788556289,"Ready… set… LAUNCH! 🚀‼️

Ava’s new quest is available RIGHT NOW! Our team has poured so much love into this quest and we are thrilled to be able to share it with you 💞🥳

Learn more and access our new release ► https://t.co/b5EOKZDwHw

#SocialCipher #Ava #Neurodiversity https://t.co/c0LrfFOURn",ready … set … <allcaps> launch </allcaps> ! 🚀 ‼️ ava ’ s new quest is available <allcaps> right now </allcaps> ! our team has poured so much love into this quest and we are thrilled to be able to share it with you 💞 🥳 learn more and access our new release ► <url> <hashtag> social cipher </hashtag> <hashtag> ava </hashtag> <hashtag> neurodiversity </hashtag> <url>
1472,1521215302125588480,#neurodiversity in lactation care. https://t.co/OgCsN5g57Z,<hashtag> neurodiversity </hashtag> in lactation care . <url>
1473,1521213887298822144,"Sensory learning, play and learning items have become increasingly popular! But what are the benefits of sensory play? 🤔 
.
.
#edutwitter #teachetwitter #limitlesslearninguk #neurodiversity #multisensory #parentstogether #parenting #sensory  #tutor #uktutor #smallbusinessuk https://t.co/eWbOrtfPbj","sensory learning , play and learning items have become increasingly popular ! but what are the benefits of sensory play ? 🤔 . . <hashtag> edu twitter </hashtag> <hashtag> teache twitter </hashtag> <hashtag> limitless learning uk </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> multi sensory </hashtag> <hashtag> parents together </hashtag> <hashtag> parenting </hashtag> <hashtag> sensory </hashtag> <hashtag> tutor </hashtag> <hashtag> uk tutor </hashtag> <hashtag> small business uk </hashtag> <url>"
1474,1521213849923624960,"Fantastic from @NikkiMandow @NewsroomNZ on neurodiversity in the workplace.  
https://t.co/vzVZv9Jn5l",fantastic from <user> <user> on neurodiversity in the workplace . <url>
1475,1521213621375803393,"@kelly_j_baker Sugar, nicotine, alcohol, food, caffeine, pot -- with many folks it's no worries. But there's still so much stigma, prejudice, stereotyping, and fear around Neurodiversity, brain chemistry adjustments, psychiatry, psychology...","<user> sugar , nicotine , alcohol , food , caffeine , pot - - with many folks it ' s no worries . but there ' s still so much stigma , prejudice , stereotyping , and fear around neurodiversity , brain chemistry adjustments , psychiatry , psychology . <repeated>"
1476,1521212681520390144,"'I was often misinterpreted as having an attitude. In truth, I was struggling and had no way of showing it' - writes @MyTutor tutor, Georgia Fielding
#AutismAcceptanceMonth
https://t.co/IYBt63jqzf","' i was often misinterpreted as having an attitude . in truth , i was struggling and had no way of showing it ' - writes <user> tutor , georgia fielding <hashtag> autism acceptance month </hashtag> <url>"
1480,1521211840767971328,"“In solving some of the biggest problems we have, we need different kinds of minds.” - Patrick Bardsley, Co-Founder &amp; CEO of Spectrum Designs

THE INNOVATION OF INCLUSION
'A New Model For A Neurodiverse Workforce'
https://t.co/oqtSIXZFAb

#autism #autismawareness #neurodiversity https://t.co/5gi6nGhz7e","“ in solving some of the biggest problems we have , we need different kinds of minds . ” - patrick bardsley , co - founder & <allcaps> ceo </allcaps> of spectrum designs <allcaps> the innovation of inclusion </allcaps> ' a new model for a neurodiverse workforce ' <url> <hashtag> autism </hashtag> <hashtag> autism awareness </hashtag> <hashtag> neurodiversity </hashtag> <url>"
1482,1521210416893997059,How how is your long weekend been? What have you been able to do for self-care? Self-care is so important to be able to recharge #neurodiversity. Hope those who have had to work have been able to get some time to recharge too,how how is your long weekend been ? what have you been able to do for self - care ? self - care is so important to be able to recharge <hashtag> neurodiversity </hashtag> . hope those who have had to work have been able to get some time to recharge too
1484,1521209571901337601,"Final reminder that we are partnered with CIBC to hire for several roles in Toronto, ON. 

The deadline to apply is 3 days away. To learn more and apply, visit: 
https://t.co/lwBh0gi5yu

#Recruiting #ApplyNow #CIBC #Neurodiversity #BankingJobs #AnalystJobs https://t.co/rRgqG5GgXl","final reminder that we are partnered with <allcaps> cibc </allcaps> to hire for several roles in toronto , on . the deadline to apply is <number> days away . to learn more and apply , visit : <url> <hashtag> recruiting </hashtag> <hashtag> apply now </hashtag> <hashtag> cibc </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> banking jobs </hashtag> <hashtag> analyst jobs </hashtag> <url>"
1485,1521208632205094914,"It’s BUZZFEST 2022 @CESbuzzing where they showcase excellence &amp; celebrate Neurodiversity as a Community Citizenship school!

Absolute stars!!!! https://t.co/8qffnR0k1H",it ’ s <allcaps> buzzfest </allcaps> <number> <user> where they showcase excellence & celebrate neurodiversity as a community citizenship school ! absolute stars ! <repeated> <url>
1487,1521207065129422848,what are some things relating to neurodiversity that i could talk about in an insta post for class?,what are some things relating to neurodiversity that i could talk about in an insta post for class ?
1488,1521206559195365378,"Tony taught himself to read in his late 20's after phonics failed. Fascinating and full of hope! #dyslexia #reading #Neurodiversity #literacy

Teaching Yourself to Read Part 1: Fishel &amp; Graham Interview https://t.co/xMwKZJfA75 via @YouTube",tony taught himself to read in his late <number> ' s after phonics failed . fascinating and full of hope ! <hashtag> dyslexia </hashtag> <hashtag> reading </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> literacy </hashtag> teaching yourself to read part <number> : fishel & graham interview <url> via <user>
1493,1521205011652427777,"@SpoopySpoonie @m_serenity Thank you. I'm jaded enough from 49 years of fury-based neurodiversity and other crap that I rarely mourn friend loss anymore, and have gotten good at instead congratulating myself on a well-defended boundary. But it was a painful road to get to this place.","<user> <user> thank you . i am jaded enough from <number> years of fury - based neurodiversity and other crap that i rarely mourn friend loss anymore , and have gotten good at instead congratulating myself on a well - defended boundary . but it was a painful road to get to this place ."
1494,1521204929238548482,"I have very little medical knowledge, but I'm so sure my menstrual/hormonal issues are linked with my neurodiversity.

Not only have I been cramping like never before, but I've been so clumsy and have been struggling with my vocab today.

Please could somebody fund this research?","i have very little medical knowledge , but i am so sure my menstrual / hormonal issues are linked with my neurodiversity . not only have i been cramping like never before , but i have been so clumsy and have been struggling with my vocab today . please could somebody fund this research ?"
1496,1521204625327763458,"There are still some places available for our Online Support Group tomorrow evening, 3rd May, at 7.30-8.30pm.

Book here: https://t.co/M0x4xQuEuT

#ADDvance #neurodiversity #herts #ADHD #autism #hertfordshire #asd #adhdawareness #autismawareness #SEN #support #supportgroup https://t.co/QIWCXEOiky","there are still some places available for our online support group tomorrow evening , 3 rd may , at <number> - <time> . book here : <url> <hashtag> ad dvance </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> herts </hashtag> <hashtag> adhd </hashtag> <hashtag> autism </hashtag> <hashtag> hertfordshire </hashtag> <hashtag> asd </hashtag> <hashtag> adhd awareness </hashtag> <hashtag> autism awareness </hashtag> <hashtag> sen </hashtag> <hashtag> support </hashtag> <hashtag> support group </hashtag> <url>"
1497,1521204252810563584,"Children with Autism are very observant, so they will notice everything, including your attitude towards them. #autism #asd #autismontario #autismspectrum #BeTheChange #neurodiversity #endthestigma #autismparents #aba #autismawareness https://t.co/nabpc4Evz2","children with autism are very observant , so they will notice everything , including your attitude towards them . <hashtag> autism </hashtag> <hashtag> asd </hashtag> <hashtag> autism ontario </hashtag> <hashtag> autism spectrum </hashtag> <hashtag> be the change </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> end the stigma </hashtag> <hashtag> autism parents </hashtag> <hashtag> aba </hashtag> <hashtag> autism awareness </hashtag> <url>"
1498,1521203915101900800,"#MentalHealth struggles and neurodiversity are not contained to a month. They can't be summed up neatly.

Knowing all the facts and stats doesn’t make you an expert on anyone’s individual struggles.",<hashtag> mental health </hashtag> struggles and neurodiversity are not contained to a month . they can not be summed up neatly . knowing all the facts and stats doesn ’ t make you an expert on anyone ’ s individual struggles .
1500,1521203392005169153,"Excellent interview with @DrRJChapman on the neurodiversity movement, and critiquing the hegemonic medicalised model to ""help reorientate the surrounding biopolitics, away from the normalizing tendencies developed by 19th-century eugenicists""

https://t.co/9ziqKJQjib","excellent interview with <user> on the neurodiversity movement , and critiquing the hegemonic medicalised model to "" help reorientate the surrounding biopolitics , away from the normalizing tendencies developed by 1 9 th - century eugenicists "" <url>"
1501,1521203180687798272,"Check our Blogs👇👇👇👇👇
https://t.co/8Wb0F36epd
If your looking to help your child or children to proudly identity as neurodivergent then this is a great start. 
#autistic #identity #empowering #validation 
#neurodivergent #neurodivergence #Neurodiversity #freedom #blog",check our blogs 👇 👇 👇 👇 👇 <url> if your looking to help your child or children to proudly identity as neurodivergent then this is a great start . <hashtag> autistic </hashtag> <hashtag> identity </hashtag> <hashtag> empowering </hashtag> <hashtag> validation </hashtag> <hashtag> neuro divergent </hashtag> <hashtag> neuro divergence </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> freedom </hashtag> <hashtag> blog </hashtag>
1502,1521203029004931074,"Neurodiversity is as essential to humanity as biodiversity is to nature.
What an interesting thought, to read more follow this link https://t.co/8CN0fqUhvz
#RonDhavisAutismFoundation #DavisAutism #DavisLifeConceptsForAutism #LifeConcepts  https://t.co/8CN0fqUhvz","neurodiversity is as essential to humanity as biodiversity is to nature . what an interesting thought , to read more follow this link <url> <hashtag> ron dhavis autism foundation </hashtag> <hashtag> davis autism </hashtag> <hashtag> davis life concepts for autism </hashtag> <hashtag> life concepts </hashtag> <url>"
1503,1521200806925672448,"Event this 5 May on Neurodiversity and Intersectionality, and Kala Allen Omeiza's new young adult novel, Afrotistic &gt;&gt; https://t.co/Aq7EYyIh5z","event this <date> on neurodiversity and intersectionality , and kala allen omeiza ' s new young adult novel , afrotistic > > <url>"
1504,1521200348236447749,Next Tweetchat #NDNursesUK on Wednesday at 20.30. Nursing with a #Neurodiversity Join in or lurk. More info at https://t.co/Ic3ig7uYY6 Please RT @wenurses @WeStudentNurse @RCNStudents @StNurseProject @RCNEdForum @RCNNRN,next tweetchat <hashtag> nd nurses uk </hashtag> on wednesday at <number> . nursing with a <hashtag> neurodiversity </hashtag> join in or lurk . more info at <url> please rt <user> <user> <user> <user> <user> <user>
1507,1521295487864754176,"Microsoft Inclusive Hiring And Accessibility Boss Neil Barnett Talks Embracing Neurodiverse Workers, New Neurodiversity Career Connector Tool https://t.co/YyGQdluWhR https://t.co/UHZFElyaIf","microsoft inclusive hiring and accessibility boss neil barnett talks embracing neurodiverse workers , new neurodiversity career connector tool <url> <url>"
1509,1521293786873278477,Does the key to talent lie in untapped neurodiversity? https://t.co/jF8bs5GyT2 #technology,does the key to talent lie in untapped neurodiversity ? <url> <hashtag> technology </hashtag>
1512,1521291700169183232,"Want to find out more about the Hull and East Riding Children’s Neurodiversity Service? 

Visit https://t.co/RvLcj9oida for information on what the service is and how you can request support. https://t.co/A1GZIwfwZF",want to find out more about the hull and east riding children ’ s neurodiversity service ? visit <url> for information on what the service is and how you can request support . <url>
1513,1521290700561788928,"@ODCoalition @fordnation @StevenDelDuca @AndreaHorwath @MikeSchreiner Having a government funding program that supports only one diagnosis is discrminatory

Children/youth with other disabilities have been going without for too long

#onpoli #disability #autism #neurodiversity",<user> <user> <user> <user> <user> having a government funding program that supports only one diagnosis is discrminatory children / youth with other disabilities have been going without for too long <hashtag> on poli </hashtag> <hashtag> disability </hashtag> <hashtag> autism </hashtag> <hashtag> neurodiversity </hashtag>
1517,1521290129024991232,Neurodiversity hiring is great. I think this thread is very misleading about what that actually means https://t.co/TlwmXED3ax,neurodiversity hiring is great . i think this thread is very misleading about what that actually means <url>
1518,1521289683392675840,@commaficionado Though not all the time I do post things such as my experience living with ASD and advocating for Neurodiversity.,<user> though not all the time i do post things such as my experience living with <allcaps> asd </allcaps> and advocating for neurodiversity .
1519,1521288681533108224,"Whether the BPD expression in later teens and adulthood is a result of suppressed Autistic traits or not needs a lot of research, whether they are just faces of the same neurodiversity is worth investigating on an individual level to understand yourself better #BPDAwarenessMonth","whether the <allcaps> bpd </allcaps> expression in later teens and adulthood is a result of suppressed autistic traits or not needs a lot of research , whether they are just faces of the same neurodiversity is worth investigating on an individual level to understand yourself better <hashtag> bpd awareness month </hashtag>"
1526,1521280860665917440,I’m taking an in-service about neurodiversity for my CASA hours &amp; the lady running it is gonna make me CRY be my mom,i ’ m taking an in - service about neurodiversity for my <allcaps> casa </allcaps> hours & the lady running it is gonna make me <allcaps> cry </allcaps> be my mom
1530,1521278663974662146,"A huge OBA thank you to Pivot Dog Biscuits and all of the fur baby parents who purchased treats during the month of April.  Because of you $200 was donated to OBA 💚 💙 
#youmakeanexceptionaldifference
#autism #neurodiversity https://t.co/QlP8eqdn7p",a huge <allcaps> oba </allcaps> thank you to pivot dog biscuits and all of the fur baby parents who purchased treats during the month of april . because of you <money> was donated to <allcaps> oba </allcaps> 💚 💙 <hashtag> you make an exceptional difference </hashtag> <hashtag> autism </hashtag> <hashtag> neurodiversity </hashtag> <url>
1531,1521278063866257411,"our fight for recognition and a fair share of resources, influence, and status is a political fight. And to have the political clout we need to organize ourselves.’

https://t.co/I0i83qz7tN","our fight for recognition and a fair share of resources , influence , and status is a political fight . and to have the political clout we need to organize ourselves . ’ <url>"
1532,1521278059382554626,"Neurodiversity is a not a scientific concept because it cannot be tested or falsified, though what a dream job it would be to get a grant to travel the world analysing each brain to get a perfect match. Yes, you can have genetic matches,","neurodiversity is a not a scientific concept because it cannot be tested or falsified , though what a dream job it would be to get a grant to travel the world analysing each brain to get a perfect match . yes , you can have genetic matches ,"
1533,1521278058271064076,"A scientific investigation of Neurodiversity would have to find two individuals on the planet whose minds are exactly alike. Identical twins? As soon as one infant looks to the left and sees something that the other doesn't, their minds being to diverge.","a scientific investigation of neurodiversity would have to find two individuals on the planet whose minds are exactly alike . identical twins ? as soon as one infant looks to the left and sees something that the other does not , their minds being to diverge ."
1534,1521278054139674624,"#ActuallyAutistic

‘You may have heard critics of the Neurodiversity paradigm dismiss it with ""It's not even scientific"" or ""It's pseudoscience"".

Of course it isn’t. It's not meant to be.

Neurodiversity simply names a biological truism,","<hashtag> actually autistic </hashtag> ‘ you may have heard critics of the neurodiversity paradigm dismiss it with "" it ' s not even scientific "" or "" it ' s pseudoscience "" . of course it isn ’ t . it ' s not meant to be . neurodiversity simply names a biological truism ,"
1535,1521277633128177664,Our hypersensitivities and our shared traumatic social experiences have triggered the neurodiversity movement https://t.co/Q8kqlWWVlk. Autistic ways of being are human neurological variants that can not be understood without the social model of disability https://t.co/wb5W5lFKzK.,our hypersensitivities and our shared traumatic social experiences have triggered the neurodiversity movement <url> autistic ways of being are human neurological variants that can not be understood without the social model of disability <url>
1536,1521277621988110336,"The neurodiversity paradigm is a product of the Autistic rights movement and the neurodiversity movement – it is a political emancipatory project. The intent is openly declared, in contrast to the hidden agenda of the autism industrial complex https://t.co/ErZtSVfmI4.","the neurodiversity paradigm is a product of the autistic rights movement and the neurodiversity movement – it is a political emancipatory project . the intent is openly declared , in contrast to the hidden agenda of the autism industrial complex <url>"
