,tweet_id,text,tokenized_text
1746,1566490685926154241,"@MontaraCrypto Again, I think neurodivergent describes individuals whereas neurodiverse describes groups of all brains, neurotypical included but I get your point.

Neurodiversity though is a fact and so having multiple 'facts' doesn't make sense using that linguistic framework.

1/2","<user> again , i think neurodivergent describes individuals whereas neurodiverse describes groups of all brains , neurotypical included but i get your point . neurodiversity though is a fact and so having multiple ' facts ' does not make sense using that linguistic framework . <number> / <number>"
1750,1566488026284695552,What the pandemic can teach us about neurodiversity: Culture https://t.co/jqjMqEoBBC #hr #humanresources #staffing https://t.co/ODZKkmpyJz,what the pandemic can teach us about neurodiversity : culture <url> <hashtag> hr </hashtag> <hashtag> human resources </hashtag> <hashtag> staffing </hashtag> <url>
1751,1566488017514237954,"Emotional pain or tears should not be part of reading! 

Please... NEVER force a student to read aloud, 
especially in front of others. 

#reading #dyslexia #neurodiversity #teaching #parents #family 

What to Do When Oral Reading is Hard: https://t.co/BhaT1wFara https://t.co/cQw7uRBNez","emotional pain or tears should not be part of reading ! please . <repeated> <allcaps> never </allcaps> force a student to read aloud , especially in front of others . <hashtag> reading </hashtag> <hashtag> dyslexia </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> teaching </hashtag> <hashtag> parents </hashtag> <hashtag> family </hashtag> what to do when oral reading is hard : <url> <url>"
1753,1566487010419908610,"@CameronBrick Thank you for reading and sharing!

Here is the preprint with instructions to use the Wheel of Privilege (WoP). The team-neurodiversity is working on a shinyapp to allow several customizations and a standalone paper to address the need for WoP.

https://t.co/7AQSL2usxb",<user> thank you for reading and sharing ! here is the preprint with instructions to use the wheel of privilege ( wop ) . the team - neurodiversity is working on a shinyapp to allow several customizations and a standalone paper to address the need for wop . <url>
1754,1566486562749251593,"@adamfare1996 Having autism can be suffering. Dealing with any neurodiversity can be suffering. Do not get offended. ""Suffering"" does not equal ""humiliation""","<user> having autism can be suffering . dealing with any neurodiversity can be suffering . do not get offended . "" suffering "" does not equal "" humiliation """
1755,1566486414635704322,"Music study improves reading outcomes. 
How cool is that?

I discuss the research in this post:
Music and Dyslexia: https://t.co/rBkeRJYpb9

#dyslexia #music #musiclessons #readingresearch #neurodiversity #teaching #family https://t.co/XI7ZzMlfAk",music study improves reading outcomes . how cool is that ? i discuss the research in this post : music and dyslexia : <url> <hashtag> dyslexia </hashtag> <hashtag> music </hashtag> <hashtag> music lessons </hashtag> <hashtag> reading research </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> teaching </hashtag> <hashtag> family </hashtag> <url>
1756,1566486227720839173,"@ThunderKidOG @Cuddledot They not, but they are both under neurodiversity","<user> <user> they not , but they are both under neurodiversity"
1757,1566484454415257601,👏 so glad to see DLD included in this neurodiversity resource #RADLD https://t.co/LpjwUSqrNc,👏 so glad to see <allcaps> dld </allcaps> included in this neurodiversity resource <hashtag> radld </hashtag> <url>
1759,1566482833513799686,@ImSmilingRn Disabled history and histories of neurodiversity are fascinating (autistic person doing a PhD on it rn!). If anyone wants book or article refs on it in dif time periods I’d be happy to suggest examples.,<user> disabled history and histories of neurodiversity are fascinating ( autistic person doing a phd on it rn ! ) . if anyone wants book or article refs on it in dif time periods i ’ d be happy to suggest examples .
1765,1566479687974637568,Come along to Budhill Park at 7pm for our monthly walk and talk! A chance to speak to other mums who have kids with neurodiversity and share ideas or simply talk to people who understand the day to day difficulties ❤️❤️ https://t.co/PLmfdPY62v,come along to budhill park at <time> for our monthly walk and talk ! a chance to speak to other mums who have kids with neurodiversity and share ideas or simply talk to people who understand the day to day difficulties ❤️ ❤️ <url>
1766,1566477648464908288,Autism-There are those with Different abilities and those who haven’t found theirs yet. #autism #asd #autismontario #autismspectrum #BeTheChange #neurodiversity #endthestigma #autismparents #aba #autismawareness https://t.co/J3sZF6A98R,autism - there are those with different abilities and those who haven ’ t found theirs yet . <hashtag> autism </hashtag> <hashtag> asd </hashtag> <hashtag> autism ontario </hashtag> <hashtag> autism spectrum </hashtag> <hashtag> be the change </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> end the stigma </hashtag> <hashtag> autism parents </hashtag> <hashtag> aba </hashtag> <hashtag> autism awareness </hashtag> <url>
1768,1566477097765203968,"""The State recognizes neurodiversity and guarantees neurodivergent persons their right to an autonomous life, to freely develop their personality and identity, to exercise their legal capacity and the rights that --&gt;",""" the state recognizes neurodiversity and guarantees neurodivergent persons their right to an autonomous life , to freely develop their personality and identity , to exercise their legal capacity and the rights that - - >"
1770,1566476406606811136,I loved this entire thread so much. Black culture has embraced neurodiversity in so many ways. https://t.co/IATzc1ITSj,i loved this entire thread so much . black culture has embraced neurodiversity in so many ways . <url>
1771,1566475939285835783,"Amazing resource! for #ActuallyAutistic #aspie #aspergers or those curious about their ideologies, culture, meanings and bourgeoning. #Neurodiversity https://t.co/41NBbz7zEf","amazing resource ! for <hashtag> actually autistic </hashtag> <hashtag> as pie </hashtag> <hashtag> aspergers </hashtag> or those curious about their ideologies , culture , meanings and bourgeoning . <hashtag> neurodiversity </hashtag> <url>"
1777,1566472670006362113,"Okay, so. If we assume that Black culture has a lot of built in supports for neurodiversity*, then neurodiverse persons who have to operate in white culture without those supports and are subject to a white gaze may not be recognized as neurodivergent. https://t.co/wlQhLsVDhe","okay , so . if we assume that black culture has a lot of built in supports for neurodiversity * , then neurodiverse persons who have to operate in white culture without those supports and are subject to a white gaze may not be recognized as neurodivergent . <url>"
1778,1566472123090083844,"Just running down the clock and hoping something interesting to happen 

Or preparing for nothing much to happen. 

#bipolardisorder #bipolarclub #depressed #bpd #Neurodiversity #mentalillness #psychosis #bipolar #alcoholism #Addiction #adhd #schizophrenics",just running down the clock and hoping something interesting to happen or preparing for nothing much to happen . <hashtag> bipolar disorder </hashtag> <hashtag> bipolar club </hashtag> <hashtag> depressed </hashtag> <hashtag> bpd </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> mental illness </hashtag> <hashtag> psychosis </hashtag> <hashtag> bipolar </hashtag> <hashtag> alcoholism </hashtag> <hashtag> addiction </hashtag> <hashtag> adhd </hashtag> <hashtag> schizophrenics </hashtag>
1779,1566472117746511874,Happening today in Chile - We vote for the approval/rejection of the first constitution in the world where *neurodiversity* is recognized. ~feeling hopeful @DrRJChapman @WalkerSensei @NeuroClastic https://t.co/352r4PTF4v,happening today in chile - we vote for the approval / rejection of the first constitution in the world where neurodiversity <emphasis> is recognized . ~ feeling hopeful <user> <user> <user> <url>
1783,1566469985530257408,"I want to go beyond traditional viewpoints on meditation, yoga, energy work, etc, especially for those who feel left out of the current wellness spaces due to #Neurodiversity or #chronicillness. What do you want to know? What do you want from these conversations?","i want to go beyond traditional viewpoints on meditation , yoga , energy work , etc , especially for those who feel left out of the current wellness spaces due to <hashtag> neurodiversity </hashtag> or <hashtag> chronic illness </hashtag> . what do you want to know ? what do you want from these conversations ?"
1793,1566465475814469632,"OR they would go as far as putting up signs saying ""No Woke Moralists"" in their businesses in a wild attempt at comparing neurodiversity and hate as if they were the same thing 😂","or they would go as far as putting up signs saying "" no woke moralists "" in their businesses in a wild attempt at comparing neurodiversity and hate as if they were the same thing 😂"
1795,1566465301604098058,"https://t.co/jgANSHIJuE I wrote, under my other guise, about neurodiversity, societal pressure and why I am not ""too old"" to do anything at 31.","<url> i wrote , under my other guise , about neurodiversity , societal pressure and why i am not "" too old "" to do anything at <number> ."
1797,1566463924261867521,"@TaniaAMarshall is a textbook example of an author who has co-opted the term #neurodiversity to profit from pathologizing neurominorities.

She’s made more money dehumanizing #Autistic people than we’ve made fighting for #NeurodivergentLiberation

Stop supporting her queerphobia! https://t.co/u9g0xC3QCh",<user> is a textbook example of an author who has co - opted the term <hashtag> neurodiversity </hashtag> to profit from pathologizing neurominorities . she ’ s made more money dehumanizing <hashtag> autistic </hashtag> people than we ’ ve made fighting for <hashtag> neurodivergent liberation </hashtag> stop supporting her queerphobia ! <url>
1801,1566461264141885442,"Just before I die, I will whisper to whoever is by my side the secret:
I am living example that sadness attracts people more than “looking happy”. 

#bipolardisorder #bipolarclub #depressed #bpd #Neurodiversity #mentalillness #psychosis #bipolar #alcoholism #Addiction #adhd","just before i die , i will whisper to whoever is by my side the secret : i am living example that sadness attracts people more than “ looking happy ” . <hashtag> bipolar disorder </hashtag> <hashtag> bipolar club </hashtag> <hashtag> depressed </hashtag> <hashtag> bpd </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> mental illness </hashtag> <hashtag> psychosis </hashtag> <hashtag> bipolar </hashtag> <hashtag> alcoholism </hashtag> <hashtag> addiction </hashtag> <hashtag> adhd </hashtag>"
1805,1566459406333743106,@SueReviews I might borrow this (with credit) for a training I've been asked to give on neurodiversity in the workplace...,<user> i might borrow this ( with credit ) for a training i have been asked to give on neurodiversity in the workplace . <repeated>
1806,1566458365114519553,"Further along the Neurodiversity and LGBTQIA+ understanding journey - I think there is scope for arguing that Aphantasia plays a part in the many ‘Asexual identities’. 

https://t.co/mRH12KtnyH https://t.co/9lYSzoCskf",further along the neurodiversity and <allcaps> lgbtqia </allcaps> + understanding journey - i think there is scope for arguing that aphantasia plays a part in the many ‘ asexual identities ’ . <url> <url>
1808,1566457165136658432,"@Rebekah29D Thank you to everyone who helping  #clearthelist! I have some consumables we run out of  &amp; a few items that have popped back on as still needed- any help is so appreciated ❤️

🌈 Prek #Inclusion Teacher 
♾ celebrate neurodiversity
🌎 NJ 🦋Mom 3x

https://t.co/uQkYUIg1Tp https://t.co/F6KxsbaWVW",<user> thank you to everyone who helping <hashtag> clear the list </hashtag> ! i have some consumables we run out of & a few items that have popped back on as still needed - any help is so appreciated ❤️ 🌈 prek <hashtag> inclusion </hashtag> teacher ♾ celebrate neurodiversity 🌎 nj 🦋 mom 3 x <url> <url>
1810,1566456156133986306,"This blog highlights e-learning course for ND adults. Neurodivergent people are overlooked for many traditional jobs, which is why Neurotalent Unlocked has made an e-learning module for teams to create neurodiverse work environments.' #Neurodiversity https://t.co/gpCQ67ePUL https://t.co/UH89T6Yhoe","this blog highlights e - learning course for nd adults . neurodivergent people are overlooked for many traditional jobs , which is why neurotalent unlocked has made an e - learning module for teams to create neurodiverse work environments . ' <hashtag> neurodiversity </hashtag> <url> <url>"
1812,1566454224426246144,"just bc i'm ""not like other autistic ppl"" doesn't mean i don't struggle. it doesn't mean you can write me off as ""weird"" bc you don't want to acknowledge my neurodiversity, but want to ridicule my quirks. autism is seen as a burden, something to discuss in hushed whispers or 6/","just bc i am "" not like other autistic ppl "" does not mean i do not struggle . it does not mean you can write me off as "" weird "" bc you do not want to acknowledge my neurodiversity , but want to ridicule my quirks . autism is seen as a burden , something to discuss in hushed whispers or <number> /"
1814,1566453784758329345,"Anyone have any Autism, ADHD, or neurodiversity-related podcasts recommendations?","anyone have any autism , <allcaps> adhd </allcaps> , or neurodiversity - related podcasts recommendations ?"
1816,1566452714355113984,@WoodlandWoIf @iamkacihue Remember not all #Neurodiversity is alike. Tempted to post extreme humorous example of explosive #nd pairing ;-) But generally I agree.,<user> <user> remember not all <hashtag> neurodiversity </hashtag> is alike . tempted to post extreme humorous example of explosive <hashtag> nd </hashtag> pairing <wink> but generally i agree .
1827,1566556524595511303,"@SenoraMcCollum @MsGerner_3 @amazon Thank you to everyone who helping  #clearthelist! I have some consumables we run out of  &amp; a few items that have popped back on as still needed- any help is so appreciated ❤️

🌈 Prek #Inclusion Teacher 
♾ celebrate neurodiversity
🌎 NJ 🦋Mom 3x

https://t.co/uQkYUIg1Tp https://t.co/rbiI9DFq2k",<user> <user> <user> thank you to everyone who helping <hashtag> clear the list </hashtag> ! i have some consumables we run out of & a few items that have popped back on as still needed - any help is so appreciated ❤️ 🌈 prek <hashtag> inclusion </hashtag> teacher ♾ celebrate neurodiversity 🌎 nj 🦋 mom 3 x <url> <url>
1829,1566555674384924673,Join the Neurodiversity in College Excels (NICE) meeting this Tuesday using the zoom link below! https://t.co/jlw8OCAvHQ,join the neurodiversity in college excels ( <allcaps> nice </allcaps> ) meeting this tuesday using the zoom link below ! <url>
1832,1566554235214372864,"@C4Dispatches
Looks at the truth about disability benefits. #Autism #DisabilityTwitter #ToryBritain @DWP #Neurodiversity #DWP #PIP  #Tribunal #UC #UKGovernment 
https://t.co/FRl3CAzh73",<user> looks at the truth about disability benefits . <hashtag> autism </hashtag> <hashtag> disability twitter </hashtag> <hashtag> tory britain </hashtag> <user> <hashtag> neurodiversity </hashtag> <hashtag> dwp </hashtag> <hashtag> pip </hashtag> <hashtag> tribunal </hashtag> <hashtag> uc </hashtag> <hashtag> uk government </hashtag> <url>
1833,1566553470383132680,Autistic people are individuals. We are not all maths geniuses! #autism #asd #autismontario #autismspectrum #BeTheChange #neurodiversity #endthestigma #autismparents #aba #autismawareness https://t.co/jwf6ksAO1b,autistic people are individuals . we are not all maths geniuses ! <hashtag> autism </hashtag> <hashtag> asd </hashtag> <hashtag> autism ontario </hashtag> <hashtag> autism spectrum </hashtag> <hashtag> be the change </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> end the stigma </hashtag> <hashtag> autism parents </hashtag> <hashtag> aba </hashtag> <hashtag> autism awareness </hashtag> <url>
1834,1566551927042625536,"@queerBengali My wardrobe, like my neurodiversity, has more masks than Mardi Gras.","<user> my wardrobe , like my neurodiversity , has more masks than mardi gras ."
1835,1566551360107155456,"Great day filming for @MsGlynisBarber YouTube channel with our Neurodiversity Coach Sara-Louise @wdadhdautism &amp; Breathwork Practitioner Johnny Miller talking all things #hypnotherapy, #selfsabotage, subconscious mind, emotional regulation, #breathwork, #PTSD &amp; #neurodiversity https://t.co/jkFelmOUBv","great day filming for <user> youtube channel with our neurodiversity coach sara - louise <user> & breathwork practitioner johnny miller talking all things <hashtag> hypnotherapy </hashtag> , <hashtag> self sabotage </hashtag> , subconscious mind , emotional regulation , <hashtag> breath work </hashtag> , <hashtag> ptsd </hashtag> & <hashtag> neurodiversity </hashtag> <url>"
1837,1566548845600849921,"@maria_negron93 @Google @Tesla @Twitter Thank you to everyone who helping  #clearthelist! I have some consumables we run out of  &amp; a few items that have popped back on as still needed- any help is so appreciated ❤️

🌈 Prek #Inclusion Teacher 
♾ celebrate neurodiversity
🌎 NJ 🦋Mom 3x

https://t.co/uQkYUIg1Tp https://t.co/BQpgZqHiB7",<user> <user> <user> <user> thank you to everyone who helping <hashtag> clear the list </hashtag> ! i have some consumables we run out of & a few items that have popped back on as still needed - any help is so appreciated ❤️ 🌈 prek <hashtag> inclusion </hashtag> teacher ♾ celebrate neurodiversity 🌎 nj 🦋 mom 3 x <url> <url>
1838,1566546779474124801,Since having Covid 2 months ago. I've got fatigue and I keep getting very tired that I end up having a nap. Has anyone experienced the same? 😔 #Dyspraxia #Neurodiversity #DisabilityTwitter,since having covid <number> months ago . i have got fatigue and i keep getting very tired that i end up having a nap . has anyone experienced the same ? 😔 <hashtag> dyspraxia </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> disability twitter </hashtag>
1839,1566546727582285832,"I was in a discussion recently about neurodiversity in sff, &amp; I noticed the discussion was centering cis white men wrt to autism, so I asked the hosts if they could rec any sff featuring ND characters who weren't cis white men. They were stumped. I'm still mad about it.","i was in a discussion recently about neurodiversity in sff , & i noticed the discussion was centering cis white men wrt to autism , so i asked the hosts if they could rec any sff featuring nd characters who were not cis white men . they were stumped . i am still mad about it ."
1845,1566541227448619008,"@TheAntifaBrujah Anxiety doesn’t, as that happens to you in life rather than is baked into your brain from birth. Some might have a genetic predisposition to it, but it’s not the same as neurodiversity. ADHD definitely is ND tho.","<user> anxiety doesn ’ t , as that happens to you in life rather than is baked into your brain from birth . some might have a genetic predisposition to it , but it ’ s not the same as neurodiversity . <allcaps> adhd </allcaps> definitely is nd tho ."
1851,1566537470245847040,"Viewers under 18 will be blocked. There may occasionally be talk of some of my other interests on this page, such as Nature (Plants,Rocks,Crystals,Fossils,etc), Music, and talk of Neurodiversity/Mental Health. Hope everyone that gives me a follow enjoys my content.","viewers under <number> will be blocked . there may occasionally be talk of some of my other interests on this page , such as nature ( plants , rocks , crystals , fossils , etc ) , music , and talk of neurodiversity / mental health . hope everyone that gives me a follow enjoys my content ."
1855,1566536018144423936,NEURODIVERSITY HELLO I MAY CRH AT 6AM https://t.co/zEog5VTqWT,<allcaps> neurodiversity hello i may crh at </allcaps> <time> <url>
1857,1566535879417421827,"Hai, I'm Jenn. Today's #adhd #hyperfocus is currently getting @shit2talkabout podcast social going again. What are you doing today?

Embracing my #Neurodiversity","hai , i am jenn . today ' s <hashtag> adhd </hashtag> <hashtag> hyper focus </hashtag> is currently getting <user> podcast social going again . what are you doing today ? embracing my <hashtag> neurodiversity </hashtag>"
1859,1566534128765476865,I was joking to friends who don't play aa that the games are about autistic thinking and then immediately stumbled across this article https://t.co/Y18vWDiPed,i was joking to friends who do not play aa that the games are about autistic thinking and then immediately stumbled across this article <url>
1861,1566533732470820876,Bridging neurodiversity and open scholarship https://t.co/BoobEA7JKY via @Flavio_Azevedo_ https://t.co/SHG2jyE92z,bridging neurodiversity and open scholarship <url> via <user> <url>
1868,1566531612589936645,"The School Struggles Summit believes in accepting a student’s neurodiversity while supporting skill building, identifying and accommodating for learning roadblocks, and taking into account social and emotional wellbeing. All 30 expert sessions FREE online! https://t.co/4hOe7xQ2mQ https://t.co/dYuwufMYco","the school struggles summit believes in accepting a student ’ s neurodiversity while supporting skill building , identifying and accommodating for learning roadblocks , and taking into account social and emotional wellbeing . all <number> expert sessions <allcaps> free </allcaps> online ! <url> <url>"
1870,1566530915811065864,We need to plant the seeds of understanding so we can cultivate neurodiversity in all of our learning communities. We must promote acceptance and growth as we seek to create communities of support rather than separation. @AMLE @ncte @ASCD @NJACTE1 @DoctorSam7 @TimRasinski1 https://t.co/qxQHQkulyl,we need to plant the seeds of understanding so we can cultivate neurodiversity in all of our learning communities . we must promote acceptance and growth as we seek to create communities of support rather than separation . <user> <user> <user> <user> <user> <user> <url>
1871,1566529717703827456,"@POTUS 7. ""in collaboration with..(EEO) Director/Director of Diversity &amp; Inclusion..for (Ally, cisgender, corporate social responsibility, emotional tax, equality, equity, intersectionality, neurodiversity, genderqueer, unconscious bias, work life effectiveness, workplace inclusion)","<user> <number> . "" in collaboration with . <repeated> ( <allcaps> eeo </allcaps> ) director / director of diversity & inclusion . <repeated> for ( ally , cisgender , corporate social responsibility , emotional tax , equality , equity , intersectionality , neurodiversity , genderqueer , unconscious bias , work life effectiveness , workplace inclusion )"
1872,1566529248860540929,That neurodiversity circle omg I hate everything https://t.co/N21s1e16gr,that neurodiversity circle omg i hate everything <url>
1873,1566528953350774786,"@RDInitiativMB Omg. Not even joking, I use the people at the checkout counter as an example of struggles of neurodiversity.

I genuinely don't know how to talk to them. Like I have 30 seconds and I'm trying to pay, why are you trying to have a conversation with me. What do I say to be nice.","<user> omg . not even joking , i use the people at the checkout counter as an example of struggles of neurodiversity . i genuinely do not know how to talk to them . like i have <number> seconds and i am trying to pay , why are you trying to have a conversation with me . what do i say to be nice ."
1876,1566524327004180481,"I hate people who say this shit not everyone can afford a diagnosis or is getting a correct diagnosis bc of racial and gender bias and that's why self dx is a thing..people can research about what they've experienced,if they have a family history of neurodiversity,and recognize https://t.co/FQhatxk3zO","i hate people who say this shit not everyone can afford a diagnosis or is getting a correct diagnosis bc of racial and gender bias and that ' s why self <sad> is a thing . <repeated> people can research about what they have experienced , if they have a family history of neurodiversity , and recognize <url>"
1883,1566521090758758401,the focus on neurodiversity TWYLA SPEAK TO ME,the focus on neurodiversity <allcaps> twyla speak to me </allcaps>
1892,1566514439532253184,@FRANK1ESTE1N omg neurodiversity too ???? slay ??? adhd frankie confirmed idc,<user> omg neurodiversity too ? <repeated> slay ? <repeated> adhd frankie confirmed idc
1893,1566513172663656453,"so non-traditional families likely refers to deuce's two moms medusa and lyra (see animated series description), then for LGBTQ+ ""core doll characters"", non-binary frankie is one, possibly another to come?

I'm VERY interested to see how they tackle neurodiversity https://t.co/toRkchGSm4","so non - traditional families likely refers to deuce ' s two moms medusa and lyra ( see animated series description ) , then for <allcaps> lgbtq </allcaps> + "" core doll characters "" , non - binary frankie is one , possibly another to come ? i am <allcaps> very </allcaps> interested to see how they tackle neurodiversity <url>"
1896,1566510156451647488,"Tomorrow on the Crypto Altruism podcast, we are excited to welcome @avahalvai from @artxvnft
 
We discuss how ARTXV is using #NFTs &amp; #web3 to empower neurodivergent artists &amp; show the world the power of neurodiversity

Check out the teaser below &amp; tune in for the full ep tomorrow https://t.co/urNbjup4cf","tomorrow on the crypto altruism podcast , we are excited to welcome <user> from <user> we discuss how <allcaps> artxv </allcaps> is using <hashtag> nf ts </hashtag> & <hashtag> web3 </hashtag> to empower neurodivergent artists & show the world the power of neurodiversity check out the teaser below & tune in for the full ep tomorrow <url>"
1897,1566509657870553092,Never discourage someone from learning. No matter the pace! #autism #asd #autismontario #autismspectrum #BeTheChange #neurodiversity #endthestigma #autismparents #aba #autismawareness https://t.co/UU734ydUuF,never discourage someone from learning . no matter the pace ! <hashtag> autism </hashtag> <hashtag> asd </hashtag> <hashtag> autism ontario </hashtag> <hashtag> autism spectrum </hashtag> <hashtag> be the change </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> end the stigma </hashtag> <hashtag> autism parents </hashtag> <hashtag> aba </hashtag> <hashtag> autism awareness </hashtag> <url>
1900,1566505187598110724,"I think as entrepreneurs, our neurodiversity is an asset if we understand it, and know how to manage it. It can be a liability if we don't realize the impact we have on people when we're emotionally dysregulated.
https://t.co/3dmdOQB0QX

#TimeManagement #TeamManagement https://t.co/G5QrFQC5ho","i think as entrepreneurs , our neurodiversity is an asset if we understand it , and know how to manage it . it can be a liability if we do not realize the impact we have on people when we are emotionally dysregulated . <url> <hashtag> time management </hashtag> <hashtag> team management </hashtag> <url>"
1901,1566503812491354118,"#Neurodivergent is probably even better than knowing #neurodiversity although both, obvs. #ADHD https://t.co/KFNJnsogn2","<hashtag> neurodivergent </hashtag> is probably even better than knowing <hashtag> neurodiversity </hashtag> although both , obvs . <hashtag> adhd </hashtag> <url>"
1903,1566503117402869763,"Great wisdom from a superb man. 
Thich Nhat Hanh
#LittleWomen #books
#lifecoaching #northpolelifecoach #neurodiversity #nurses #college #BrockUniversity 
#mentalhealth 
#cannabistherapy
#Canada https://t.co/JhQ4DLud2L",great wisdom from a superb man . thich nhat hanh <hashtag> little women </hashtag> <hashtag> books </hashtag> <hashtag> life coaching </hashtag> <hashtag> north pole life coach </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> nurses </hashtag> <hashtag> college </hashtag> <hashtag> brock university </hashtag> <hashtag> mental health </hashtag> <hashtag> cannabis therapy </hashtag> <hashtag> canada </hashtag> <url>
1906,1566501859489202178,"#BeKind Tee Shirt, #Autism Tee Shirt, Autism Colorful Shirt Neurodiversity #Autistic Shirt, Autism Shirt https://t.co/ud9JpyNcOT
 https://t.co/ROMkozWtAz https://t.co/g25jj7ft2Z https://t.co/UcXdhdXaKS","<hashtag> be kind </hashtag> tee shirt , <hashtag> autism </hashtag> tee shirt , autism colorful shirt neurodiversity <hashtag> autistic </hashtag> shirt , autism shirt <url> <url> <url> <url>"
1913,1566663130154934274,"It's Monday, people seem less discerning, so why not listen to our podcast?

New Episode: Part 1 of 'Parenting: Being a Mother WITH ADHD' is out NOW.

#ADHDpodcast #adhdtwitter #Neurodivergent #AdultADHD #TheADHDAdults #ADHDUK #ADD #Neurodiversity

https://t.co/a2Nb43IfMX","it ' s monday , people seem less discerning , so why not listen to our podcast ? new episode : part <number> of ' parenting : being a mother <allcaps> with adhd </allcaps> ' is out <allcaps> now </allcaps> . <hashtag> adh dpodcast </hashtag> <hashtag> adhd twitter </hashtag> <hashtag> neurodivergent </hashtag> <hashtag> adult adhd </hashtag> <hashtag> the adhd adults </hashtag> <hashtag> adhduk </hashtag> <hashtag> add </hashtag> <hashtag> neurodiversity </hashtag> <url>"
1927,1566639019223527424,"*** THIS WEEK!! ***

NeuroEmploy 2022: Neurodiversity in Employment Virtual 2 Day Conference

Tickets from $35.00

Day 1 – Business &amp; Entrepreneurship
Day 2 – Individuals &amp; Employees

#NeuroEmploy2022 @XceptionalTech @SpecInAus @petershankman   https://t.co/sG3PwGx1gY https://t.co/d4fBz3TJ0g",* * * <allcaps> this week </allcaps> ! <repeated> * * * neuroemploy <number> : neurodiversity in employment virtual <number> day conference tickets from <money> day <number> – business & entrepreneurship day <number> – individuals & employees <hashtag> neuro employ 2022 </hashtag> <user> <user> <user> <url> <url>
1928,1566638699734974465,"*** THIS WEEK!! ***

NeuroEmploy 2022: Neurodiversity in Employment Virtual 2 Day Conference

Tickets from $35.00

Day 1 – Business &amp; Entrepreneurship
Day 2 – Individuals &amp; Employees

#NeuroEmploy2022 #employment @Will_N_Distinct @AspergersVic  https://t.co/2VD4gNSdDE https://t.co/wrsAWv2GoV",* * * <allcaps> this week </allcaps> ! <repeated> * * * neuroemploy <number> : neurodiversity in employment virtual <number> day conference tickets from <money> day <number> – business & entrepreneurship day <number> – individuals & employees <hashtag> neuro employ 2022 </hashtag> <hashtag> employment </hashtag> <user> <user> <url> <url>
1929,1566638316526522369,Really great to see Korea’s awareness of neurodiversity on the rise. I’m really interested in attending next year’s Autism Expo to see if this awareness (like the show Extraordinary Attorney Woo) is making a difference. https://t.co/aKJvxDx8Dp,really great to see korea ’ s awareness of neurodiversity on the rise . i ’ m really interested in attending next year ’ s autism expo to see if this awareness ( like the show extraordinary attorney woo ) is making a difference . <url>
1930,1566638264445968384,"Autism: Not Always What You Think
https://t.co/ohTpsiSvFP

#autism #AutismAcceptance #neurodiversity",autism : not always what you think <url> <hashtag> autism </hashtag> <hashtag> autism acceptance </hashtag> <hashtag> neurodiversity </hashtag>
1931,1566638212281339905,"*** THIS WEEK!! ***

NeuroEmploy 2022: Neurodiversity in Employment Virtual 2 Day Conference

Tickets from $35.00

Day 1 – Business &amp; Entrepreneurship
Day 2 – Individuals &amp; Employees

#NeuroEmploy2022 @yennpurkis @XceptionalTech @SpecInAus   https://t.co/SRxweiXwGx https://t.co/zFt1HLDwp4",* * * <allcaps> this week </allcaps> ! <repeated> * * * neuroemploy <number> : neurodiversity in employment virtual <number> day conference tickets from <money> day <number> – business & entrepreneurship day <number> – individuals & employees <hashtag> neuro employ 2022 </hashtag> <user> <user> <user> <url> <url>
1932,1566637776480583680,"*** THIS WEEK!! ***

NeuroEmploy 2022: Neurodiversity in Employment Virtual 2 Day Conference

Tickets from $35.00

Day 1 – Business &amp; Entrepreneurship
Day 2 – Individuals &amp; Employees

#NeuroEmploy2022 @yennpurkis @XceptionalTech @SpecInAus   https://t.co/yCwQXzgCFr",* * * <allcaps> this week </allcaps> ! <repeated> * * * neuroemploy <number> : neurodiversity in employment virtual <number> day conference tickets from <money> day <number> – business & entrepreneurship day <number> – individuals & employees <hashtag> neuro employ 2022 </hashtag> <user> <user> <user> <url>
1935,1566633706751655937,"https://t.co/B9xrT2lq2q Matters, Special Education Shirt, Neurodiversity Shirt, Dysleixa Shirt, Mindfulness Shirts, Autism Awareness Gift, Equality Shirt by VijaShop https://t.co/HhLPzMsPJq","<url> matters , special education shirt , neurodiversity shirt , dysleixa shirt , mindfulness shirts , autism awareness gift , equality shirt by vijashop <url>"
1936,1566632721585213441,"Games &amp; puzzles build reasoning and language skills --- 

Post:  Improving Cognitive Skills with Games: https://t.co/sgM467ermC

#dyslexia #CognitiveGrowth #learning #logic #Neurodiversity https://t.co/NRmnpw0l2V",games & puzzles build reasoning and language skills - - - post : improving cognitive skills with games : <url> <hashtag> dyslexia </hashtag> <hashtag> cognitive growth </hashtag> <hashtag> learning </hashtag> <hashtag> logic </hashtag> <hashtag> neurodiversity </hashtag> <url>
