,tweet_id,text,tokenized_text
3211,1456533450450681857,"And @GMB @chrispackhamGO &amp; @SwainITV #Immieswain, they were on the verge of switching off from education because mainstream #schools wasn’t working for them and they felt “stupid” (their words) - identification &amp; understanding of neurodiversity and #autism in schools is essential","and <user> <user> & <user> <hashtag> immieswain </hashtag> , they were on the verge of switching off from education because mainstream <hashtag> schools </hashtag> wasn ’ t working for them and they felt “ stupid ” ( their words ) - identification & understanding of neurodiversity and <hashtag> autism </hashtag> in schools is essential"
3213,1456533025467080723,"Happy #FollowBackFriday
To all!🤓

Followed👍🏻😊

#FBF
#FBPE
#FBPPR

#FBNHS💙

#FBR
#Resist

@RafaelDeMelchor 
#Neurodivergent 

#Neurodiversity 

#BeKind🙏🏻
#BeGenerous💚
#BeGood🌱

#IFB 👍🏻

🕊 https://t.co/Ya7XppK0m5 https://t.co/cmOt8Mu3z1",happy <hashtag> follow back friday </hashtag> to all ! 🤓 followed 👍 🏻 😊 <hashtag> fbf </hashtag> <hashtag> fbpe </hashtag> <hashtag> fbppr </hashtag> <hashtag> fbnhs </hashtag> 💙 <hashtag> fbr </hashtag> <hashtag> resist </hashtag> <user> <hashtag> neurodivergent </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> be kind </hashtag> 🙏 🏻 <hashtag> be generous </hashtag> 💚 <hashtag> be good </hashtag> 🌱 <hashtag> ifb </hashtag> 👍 🏻 🕊 <url> <url>
3218,1456530822631239681,"Why Neurodiversity Remains DEI’s Least-Tracked Metric

https://t.co/HA8lNZ0ayh 

#neurodiversity #diversity #inclusion",why neurodiversity remains <allcaps> dei </allcaps> ’ s least - tracked metric <url> <hashtag> neurodiversity </hashtag> <hashtag> diversity </hashtag> <hashtag> inclusion </hashtag>
3219,1456530759578112006,"@imogen_swain @SwainITV Incredible exposure for #autism awareness this morning on @GMB you’ve done an incredible job highlighting how hard it is to get a diagnosis, especially in females 💃🏼 #inspirational 🌟 #Neurodiversity","<user> <user> incredible exposure for <hashtag> autism </hashtag> awareness this morning on <user> you ’ ve done an incredible job highlighting how hard it is to get a diagnosis , especially in females 💃 🏼 <hashtag> inspirational </hashtag> 🌟 <hashtag> neurodiversity </hashtag>"
3220,1456530613343821845,"Why Neurodiversity Remains DEI’s Least-Tracked Metric

https://t.co/olIHXPIRpc 

#neurodiversity #diversity #inclusion",why neurodiversity remains <allcaps> dei </allcaps> ’ s least - tracked metric <url> <hashtag> neurodiversity </hashtag> <hashtag> diversity </hashtag> <hashtag> inclusion </hashtag>
3221,1456530069682327562,"Happy #FollowBackFriday
To all!🤓

Followed👍🏻😊

#FBF
#FBPE
#FBPPR

#Resist

@RafaelDeMelchor 
#Neurodivergent 

#Neurodiversity 

#BeKind🙏🏻
#BeGenerous💚
#BeGood🌱

#IFB 👍🏻

🕊 https://t.co/WUE2iWbOnV https://t.co/EHHt7Dfy2O",happy <hashtag> follow back friday </hashtag> to all ! 🤓 followed 👍 🏻 😊 <hashtag> fbf </hashtag> <hashtag> fbpe </hashtag> <hashtag> fbppr </hashtag> <hashtag> resist </hashtag> <user> <hashtag> neurodivergent </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> be kind </hashtag> 🙏 🏻 <hashtag> be generous </hashtag> 💚 <hashtag> be good </hashtag> 🌱 <hashtag> ifb </hashtag> 👍 🏻 🕊 <url> <url>
3222,1456529319161786370,"@ElectricClair Queer with a splash of agender/neurodiversity feels most fitting. Taking on a gender feels like a performance, for me. Having agency in taking on that performance is important to me, and that’s why it feels wrong to be gendered by random people but not in a scene, for example.","<user> queer with a splash of agender / neurodiversity feels most fitting . taking on a gender feels like a performance , for me . having agency in taking on that performance is important to me , and that ’ s why it feels wrong to be gendered by random people but not in a scene , for example ."
3223,1456528880160882691,"Happy #FollowBackFriday
To all!🤓

Followed👍🏻😊

#FBF
#FBPE
#FBPPR

#Resist

@RafaelDeMelchor 
#Neurodivergent 

#Neurodiversity 

#BeKind🙏🏻
#BeGenerous💚
#BeGood🌱

#IFB 👍🏻

🕊 https://t.co/kGPzzuq0vx https://t.co/POfXWdmXMe",happy <hashtag> follow back friday </hashtag> to all ! 🤓 followed 👍 🏻 😊 <hashtag> fbf </hashtag> <hashtag> fbpe </hashtag> <hashtag> fbppr </hashtag> <hashtag> resist </hashtag> <user> <hashtag> neurodivergent </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> be kind </hashtag> 🙏 🏻 <hashtag> be generous </hashtag> 💚 <hashtag> be good </hashtag> 🌱 <hashtag> ifb </hashtag> 👍 🏻 🕊 <url> <url>
3231,1456518376742850601,"@RamsAutiMom You’re welcome. I work with adults with disabilities and I feel your approach has to be best, for p.w autism to build skills as you say but also for others to experience the variety of humans that exist. We all need that, neurodiversity has benefits x","<user> you ’ re welcome . i work with adults with disabilities and i feel your approach has to be best , for p . w autism to build skills as you say but also for others to experience the variety of humans that exist . we all need that , neurodiversity has benefits x"
3233,1456517557263929346,"YO IM ALIVE 🦖🦄 i quit my job a bit ago and I’m starting my own business doing therapy, consulting, advocacy, education, and community systems assessments, etc… all through the lenses of neurodiversity, queerness, chronic illness, disability, sensory processing… 

Stay tuned","<allcaps> yo im alive </allcaps> 🦖 🦄 i quit my job a bit ago and i ’ m starting my own business doing therapy , consulting , advocacy , education , and community systems assessments , etc … all through the lenses of neurodiversity , queerness , chronic illness , disability , sensory processing … stay tuned"
3234,1456517012025380879,"Housing Choices

Ah yes housing choices, often not determined by us but by a housing authority. Whether its learning disability week or not housing choices are essential in the https://t.co/JnNhfVNMQU #supportedliving #learningdisabilities #inclusion #neurodiversity #autismlove","housing choices ah yes housing choices , often not determined by us but by a housing authority . whether its learning disability week or not housing choices are essential in the <url> <hashtag> supported living </hashtag> <hashtag> learning disabilities </hashtag> <hashtag> inclusion </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> autism love </hashtag>"
3238,1456514352115245056,"Parents need support in dealing with their CYP. Especially those impacted with additional risk factors for poor mental health. #trauma #ace #neurodiversity #LD #disability 

We welcome support from across sectors along with resources to share directly with our families. https://t.co/ZqoYVvUnWr",parents need support in dealing with their <allcaps> cyp </allcaps> . especially those impacted with additional risk factors for poor mental health . <hashtag> trauma </hashtag> <hashtag> ace </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> ld </hashtag> <hashtag> disability </hashtag> we welcome support from across sectors along with resources to share directly with our families . <url>
3247,1456504299693826050,Tips for making friends #neurodiversity #dld #adhd #autism #dcd #dyslexia #dyspraxia https://t.co/ibCwohNRiz,tips for making friends <hashtag> neurodiversity </hashtag> <hashtag> dld </hashtag> <hashtag> adhd </hashtag> <hashtag> autism </hashtag> <hashtag> dcd </hashtag> <hashtag> dyslexia </hashtag> <hashtag> dyspraxia </hashtag> <url>
3249,1456501241073262594,"@ThoughtSlime But living in an Anarchist / Leftist society would be not only better for all but especially Introverts, Neurodiversity, etc","<user> but living in an anarchist / leftist society would be not only better for all but especially introverts , neurodiversity , etc"
3250,1456500888214851591,"Come hang out in different time zones but all in one place
https://t.co/0L7BK4M7lv",come hang out in different time zones but all in one place <url>
3253,1456499860228673541,Agree with @mds49 - An essential primer on #autism #neurodiversity #research from a great duo @liz_pellicano and @JacdenHouting https://t.co/G0HfGwNnlz,agree with <user> - an essential primer on <hashtag> autism </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> research </hashtag> from a great duo <user> and <user> <url>
3254,1456499223243866112,So good! #autism #neurodiversewriters #neurodiversity #publishing #winning #podcast https://t.co/VROAnM3D9E,so good ! <hashtag> autism </hashtag> <hashtag> neuro diverse writers </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> publishing </hashtag> <hashtag> winning </hashtag> <hashtag> podcast </hashtag> <url>
3256,1456496267052212230,I’ve never spent a lot of time looking at van Gogh paintings but this one kinda blew my mind. #neurodiversity https://t.co/FbcM3B5j9l,i ’ ve never spent a lot of time looking at van gogh paintings but this one kinda blew my mind . <hashtag> neurodiversity </hashtag> <url>
3257,1456487960392749065,A recent survey suggests that neurodiversity’s last-place status will remain the case for the foreseeable future. https://t.co/DMRYpXhlot,a recent survey suggests that neurodiversity ’ s last - place status will remain the case for the foreseeable future . <url>
3263,1456476596542582785,"Most of #autism research has been conducted on white, cisgender, upper-to-middle SES, heterosexual men and boys. Other #Autistic people struggle to get diagnoses or supports. #Intersectionality is core to promoting #neurodiversity.

#autismacceptance #autismawareness https://t.co/vszBE6dILb","most of <hashtag> autism </hashtag> research has been conducted on white , cisgender , upper - to - middle <allcaps> ses </allcaps> , heterosexual men and boys . other <hashtag> autistic </hashtag> people struggle to get diagnoses or supports . <hashtag> intersectionality </hashtag> is core to promoting <hashtag> neurodiversity </hashtag> . <hashtag> autism acceptance </hashtag> <hashtag> autism awareness </hashtag> <url>"
3264,1456473242915545093,"@PaulWhiteleyPhD @NotASuperpower speaking of science in #autism, this might be good news for people who aren't as enthusiastic about ""neurodiversity"" as the #ActuallyAutistic crowd.

https://t.co/JMI20VpYP2","<user> <user> speaking of science in <hashtag> autism </hashtag> , this might be good news for people who are not as enthusiastic about "" neurodiversity "" as the <hashtag> actually autistic </hashtag> crowd . <url>"
3268,1456466812485480451,"DYSPRAXIA:   

It can look like clumsiness, klutziness, and failure to think ahead. 
It means neural pathways aren't fully synchronized yet. 
More in this post:

Dyspraxia --Tips for Tutors: https://t.co/FZSzaEfMtf

#dyspraxia #Neurodiversity #teaching #family #tutoring https://t.co/dioUJrB2tL","<allcaps> dyspraxia </allcaps> : it can look like clumsiness , klutziness , and failure to think ahead . it means neural pathways are not fully synchronized yet . more in this post : dyspraxia - - tips for tutors : <url> <hashtag> dyspraxia </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> teaching </hashtag> <hashtag> family </hashtag> <hashtag> tutoring </hashtag> <url>"
3270,1456462519623581698,"From @liz_pellicano and @JacdenHouting - just published a couple of days ago: Shifting from ""normal science"" to neurodiversity in autism science Annual Research Review. https://t.co/IaZmXM5LtM https://t.co/uuxMsAS59Z","from <user> and <user> - just published a couple of days ago : shifting from "" normal science "" to neurodiversity in autism science annual research review . <url> <url>"
3276,1456453730304471047,"I have Celiac disease, so I actually do need to be on a gluten-free diet. I’ve been 100% gluten-free for over 12 years, and guess what? Still neurodivergent.

https://t.co/16egPj3jY0

#ADHD #Autistic #ActuallyAutistic #ADHDTwitter #ADHDResearch #Neurodivergent #Neurodiversity","i have celiac disease , so i actually do need to be on a gluten - free diet . i ’ ve been <percent> gluten - free for over <number> years , and guess what ? still neurodivergent . <url> <hashtag> adhd </hashtag> <hashtag> autistic </hashtag> <hashtag> actually autistic </hashtag> <hashtag> adhd twitter </hashtag> <hashtag> adhd research </hashtag> <hashtag> neurodivergent </hashtag> <hashtag> neurodiversity </hashtag>"
3278,1456453513094049810,"Dedicated to the parents who hear this crap on a regular basis. I see you, you’re not alone, &amp; you’re doing a great job.

https://t.co/16egPj3jY0

#ADHD #Autistic #ActuallyAutistic #ADHDTwitter #ADHDResearch #Neurodivergent #Neurodiversity #CelebrateNeurodiversity #Writers","dedicated to the parents who hear this crap on a regular basis . i see you , you ’ re not alone , & you ’ re doing a great job . <url> <hashtag> adhd </hashtag> <hashtag> autistic </hashtag> <hashtag> actually autistic </hashtag> <hashtag> adhd twitter </hashtag> <hashtag> adhd research </hashtag> <hashtag> neurodivergent </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> celebrate neurodiversity </hashtag> <hashtag> writers </hashtag>"
3279,1456453217286565890,"*NEW* #Neurodiversity article, “Things You Should Never Say To Parents of Autistic &amp; ADHD Kids”

People really should know better by now, seriously.

This is dedicated to the parents &amp; caregivers who hear this crap on a regular basis.

https://t.co/16egPj3jY0

#ADHDTwitter #ADHD","* <allcaps> new </allcaps> * <hashtag> neurodiversity </hashtag> article , “ things you should never say to parents of autistic & <allcaps> adhd </allcaps> kids ” people really should know better by now , seriously . this is dedicated to the parents & caregivers who hear this crap on a regular basis . <url> <hashtag> adhd twitter </hashtag> <hashtag> adhd </hashtag>"
3280,1456453093374242829,@lloyd_rm @jreynoldsMP with your lived experience in this area of making positive progress with neurodiversity conditions you may be able to assist… 😎👍🏻,<user> <user> with your lived experience in this area of making positive progress with neurodiversity conditions you may be able to assist … 😎 👍 🏻
3281,1456452406808621067,"@HelgaVarden Not #philosophy, but @TylerCowen offers food for thought about #neurodiversity in *The Age of the Infovore* (2009).

Here's a @cowenconvos with @autismcrisis from 2018:
https://t.co/oVB2iFERjt","<user> not <hashtag> philosophy </hashtag> , but <user> offers food for thought about <hashtag> neurodiversity </hashtag> in * the age of the infovore * ( <number> ) . here ' s a <user> with <user> from <number> : <url>"
3282,1456448735739879426,"Stanford Neurodiversity Project Roundtable on Nov 17th!

Learn about:
+ The Stanford Neurodiversity Project
+ How the Stanford Neurodiversity Project works with Google 
+ Specialized employment programs such as Neurodiversity 
+ Job applicants with autism 
https://t.co/esYenmgHvv https://t.co/wL2o43XXgx",stanford neurodiversity project roundtable on <date> ! learn about : + the stanford neurodiversity project + how the stanford neurodiversity project works with google + specialized employment programs such as neurodiversity + job applicants with autism <url> <url>
3283,1456447068730445828,@lloyd_rm Sympathetic to your predicament. Have you got your dyslexia statement from the Educational Psychologist report available? It would be good to post it to raise awareness of neurodiversity conditions… 😎👍🏻,<user> sympathetic to your predicament . have you got your dyslexia statement from the educational psychologist report available ? it would be good to post it to raise awareness of neurodiversity conditions … 😎 👍 🏻
3286,1456444678144880642,"Breakdown: 26.3% of Australians aged 16 to 85 have experienced an anxiety disorder. ** This is equivalent to 4.96 million people today.
DO THEY BUY YOUR PRODUCTS ONLINE OR JUST WALK AWAY?
https://t.co/zoBsayCzOh
 #MentalHealthAwareness #anxietydisorder #uxdesign #Neurodiversity",breakdown : <percent> of australians aged <number> to <number> have experienced an anxiety disorder . * * this is equivalent to <number> million people today . <allcaps> do they buy your products online or just walk away </allcaps> ? <url> <hashtag> mental health awareness </hashtag> <hashtag> anxiety disorder </hashtag> <hashtag> ux design </hashtag> <hashtag> neurodiversity </hashtag>
3287,1456441407929991170,"Thinker of the Week: @HeatherEHeying

""[Neurodiversity] recognizes a fact that we are not singular, that we are not all identical, that we have a variation of brains, of connectivity, of aptitudes, of weaknesses, of blind spots, and of sensitivities, and of capabilities."" (1/2) https://t.co/ZiGne66c20","thinker of the week : <user> "" [ neurodiversity ] recognizes a fact that we are not singular , that we are not all identical , that we have a variation of brains , of connectivity , of aptitudes , of weaknesses , of blind spots , and of sensitivities , and of capabilities . "" ( <number> / <number> ) <url>"
3288,1456440804294242312,"I've moved house and I'm terrible with change so my sleep schedule had been messed up, I've fallen asleep at 6 AM everyday all week. It WON'T happen again! The 'tism also makes it worse because I'm on a different mattress.

#Autism #Asd #autistic #Neurodiverse #Neurodiversity","i have moved house and i am terrible with change so my sleep schedule had been messed up , i have fallen asleep at <number> am everyday all week . it <allcaps> won </allcaps> ' t happen again ! the ' tism also makes it worse because i am on a different mattress . <hashtag> autism </hashtag> <hashtag> asd </hashtag> <hashtag> autistic </hashtag> <hashtag> neurodiverse </hashtag> <hashtag> neurodiversity </hashtag>"
3293,1456435551293349891,Why Autistic Kids Need to Know About Sexuality | Psychology Today https://t.co/V1i1BETwDr,why autistic kids need to know about sexuality | psychology today <url>
3294,1456607438375952386,What is Neurodiversity? | https://t.co/qWVAkhrOls https://t.co/Bp6vjBTZZG,what is neurodiversity ? | <url> <url>
3296,1456607313033416710,"Our autumn newsletter explores neurodiversity with a focus on autism and the many advantages autistic talent brings to the workplace. 

Read more here: https://t.co/xrTpVxrTHH https://t.co/lHRoPc0cqf",our autumn newsletter explores neurodiversity with a focus on autism and the many advantages autistic talent brings to the workplace . read more here : <url> <url>
3306,1456603889919307778,@amcchisholm Yeah. I'm pleased to work for an employer that celebrates neurodiversity instead of treating difference as something to be ashamed of.,<user> yeah . i am pleased to work for an employer that celebrates neurodiversity instead of treating difference as something to be ashamed of .
3310,1456601288486137857,"@PaulMansell10 Lots of interesting work at the moment regarding neurodiversity and how trying to align to ‘normal’ systems, like school, work etc cause greater stresses than the ‘in’ group.","<user> lots of interesting work at the moment regarding neurodiversity and how trying to align to ‘ normal ’ systems , like school , work etc cause greater stresses than the ‘ in ’ group ."
3312,1456599719858384898,"I wrote a blog post about my play, Mum, which explores undiagnosed neurodiversity and will be performed 
@LandUTheatre on Dec 10th!

Read the post: https://t.co/PxQgBcwWhW
Book tickets: https://t.co/Puv00Vzm58
Donate: https://t.co/Njso5xBWLf 

#londonplaywrightsfestival2021 https://t.co/RLA6MQPwbi","i wrote a blog post about my play , mum , which explores undiagnosed neurodiversity and will be performed <user> on <date> ! read the post : <url> book tickets : <url> donate : <url> <hashtag> london playwrights festival 2021 </hashtag> <url>"
3317,1456598535525343238,"3 - Focused Collection Development (Manga, GN, neurodiverse students)
* Manga Belongs in School Libraries https://t.co/UAVHHJ3zmh
* The power of manga https://t.co/QgwxWUENLQ
* Podcast: Neurodiversity in our Libraries https://t.co/rvYp7iOdx1
#vaasl21 #vaasl @churchap3","<number> - focused collection development ( manga , gn , neurodiverse students ) * manga belongs in school libraries <url> * the power of manga <url> * podcast : neurodiversity in our libraries <url> <hashtag> vaasl21 </hashtag> <hashtag> va asl </hashtag> <user>"
3318,1456598446912282626,Autism-there are those with different abilities &amp; those who just haven’t found theirs yet! #autism #asd #autismontario #autismspectrum #BeTheChange  #neurodiversity #endthestigma @autismspeaksCAN @autismONT @autismCanada @geneva_centre  @autism @AMHAwareness https://t.co/9Opzr88FxT,autism - there are those with different abilities & those who just haven ’ t found theirs yet ! <hashtag> autism </hashtag> <hashtag> asd </hashtag> <hashtag> autism ontario </hashtag> <hashtag> autism spectrum </hashtag> <hashtag> be the change </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> end the stigma </hashtag> <user> <user> <user> <user> <user> <user> <url>
3321,1456597916697591810,"💻 NEWS: This year’s National Neurodiversity in Policing Conference from the College of Policing, the second such event, is entitled “Think Different – Think Big”.

The sessions take place online from 16 - 30 November.

Read more: https://t.co/gfwup9e6PD https://t.co/P85aUcAdFe","💻 <allcaps> news </allcaps> : this year ’ s national neurodiversity in policing conference from the college of policing , the second such event , is entitled “ think different – think big ” . the sessions take place online from <number> - <date> . read more : <url> <url>"
3324,1456596043668365315,Lots of interest in our @ADHDFoundation exhibition stand at the @ISC_schools #SENDconference in partnership with @iapsuk talking about #neurodiversity within education #SuperPowers @cfoley50 @tonylloyd50 @EmmaWeaver1606 @MrsTracyDickens @rudge_lisa https://t.co/zxwje8fFda,lots of interest in our <user> exhibition stand at the <user> <hashtag> sen dconference </hashtag> in partnership with <user> talking about <hashtag> neurodiversity </hashtag> within education <hashtag> super powers </hashtag> <user> <user> <user> <user> <user> <url>
3325,1456595103598972928,Fantastic guidance on how to talk with children about #neurodiversity. Sameness does not equal safety! https://t.co/XLNqDEn3nb,fantastic guidance on how to talk with children about <hashtag> neurodiversity </hashtag> . sameness does not equal safety ! <url>
3329,1456592006390628359,@ADHD_Women_Res @RestlessThePod !!! I think there’s definitely a link between neurodiversity and an interest in the occult.. 🕷✨,<user> <user> ! <repeated> i think there ’ s definitely a link between neurodiversity and an interest in the occult . <repeated> 🕷 ✨
3330,1456591362174951430,@punkistani93 Apparently white people aren't part of racial diversity and most humans aren't part of human neurodiversity. All very odd and based on exclusive norms which aren't being challenged,<user> apparently white people are not part of racial diversity and most humans are not part of human neurodiversity . all very odd and based on exclusive norms which are not being challenged
3331,1456590960306135047,"@punkistani93 We Autistics have the same problem in trying to get recognition that humans are 'neuro-diverse'. Neurodiversity is taken to mean only those of us who differ from the norm, eg autistic, dyslexic etc, as if diversity doesn't include everyone but only excluded minorities.","<user> we autistics have the same problem in trying to get recognition that humans are ' neuro - diverse ' . neurodiversity is taken to mean only those of us who differ from the norm , eg autistic , dyslexic etc , as if diversity does not include everyone but only excluded minorities ."
3333,1456590347283349516,"@LexxicLtd @simplemindapp is a great app. I use it for all my planning and notetaking. I tried other mind map apps before, but they were rigid or annoying to use. If you want flexibility go for simple mind. Also the people that work there are friendly! #neurodiversity #neurodiversityatwork","<user> <user> is a great app . i use it for all my planning and notetaking . i tried other mind map apps before , but they were rigid or annoying to use . if you want flexibility go for simple mind . also the people that work there are friendly ! <hashtag> neurodiversity </hashtag> <hashtag> neurodiversity at work </hashtag>"
3334,1456588552469426178,"Many people with #dyslexia are visual learners, meaning information is processed more easily through images or visual thinking tools such as Mind Mapping.

Here's a list of recommended tools to help you with Mind Mapping! 🧠

#neurodiversity #neurodiversityatwork #neurodiverse https://t.co/kDmv1FyCRo","many people with <hashtag> dyslexia </hashtag> are visual learners , meaning information is processed more easily through images or visual thinking tools such as mind mapping . here ' s a list of recommended tools to help you with mind mapping ! 🧠 <hashtag> neurodiversity </hashtag> <hashtag> neurodiversity at work </hashtag> <hashtag> neuro diverse </hashtag> <url>"
3335,1456588375004229636,"Have you spotted @rubytandoh's Cook As You Are cookbook yet? 😋

➕ Ruby's Easy-Read version that puts our neurodiverse needs front and centre is available as a FREE download here: https://t.co/pGuPobRR1p  #Neurodiversity #Dyslexia #Cookbook https://t.co/3QlpnKnAzz",have you spotted <user> ' s cook as you are cookbook yet ? 😋 ➕ ruby ' s easy - read version that puts our neurodiverse needs front and centre is available as a <allcaps> free </allcaps> download here : <url> <hashtag> neurodiversity </hashtag> <hashtag> dyslexia </hashtag> <hashtag> cookbook </hashtag> <url>
3337,1456586181085384704,Financial advisor Andrew Komarow launches neurodiversity index | Financial Planning https://t.co/ciGnwECkon via @finplan #wealthcreation #wealthbuilding,financial advisor andrew komarow launches neurodiversity index | financial planning <url> via <user> <hashtag> wealth creation </hashtag> <hashtag> wealth building </hashtag>
3341,1456585651936169989,Black Neurodiversity Assessment Fund https://t.co/3rZ1buCf63,black neurodiversity assessment fund <url>
3344,1456584997582876677,"@Richard_Autism i think neurodiversity studies - incl autism &amp; ADHD studies - should return to the distinction between impairment &amp; disability. deficit is simply a problematic concept, but there are more ways to think through the medical vs social/critical models of disability","<user> i think neurodiversity studies - incl autism & <allcaps> adhd </allcaps> studies - should return to the distinction between impairment & disability . deficit is simply a problematic concept , but there are more ways to think through the medical vs social / critical models of disability"
3346,1456583566050172932,"An excellent paper discussing where we are after over half a century of medical model autism research (nowhere useful), why there needs to be a shift to using a neurodiversity paradigm and what this means.

#AutismResearch #Neurodiversity https://t.co/JtEDXEIoex","an excellent paper discussing where we are after over half a century of medical model autism research ( nowhere useful ) , why there needs to be a shift to using a neurodiversity paradigm and what this means . <hashtag> autism research </hashtag> <hashtag> neurodiversity </hashtag> <url>"
3348,1456580643660443648,"this is a fascinating read; i've never seen this dynamic in play, do any of y'all have thoughts or experience here?

https://t.co/6NJDYgZKod","this is a fascinating read ; i have never seen this dynamic in play , do any of you all have thoughts or experience here ? <url>"
3349,1456578320196423686,"Black Neurodiversity Assessment Fund https://t.co/cL9seDFGe1.  This fund is still open.  @tylgrnt_ created it and with NHS waiting lists for diagnosis at 5 years in some areas ongoing the need is not going to go away. Contribute what you can.

#blackautisticslivesmatter",black neurodiversity assessment fund <url> this fund is still open . <user> created it and with <allcaps> nhs </allcaps> waiting lists for diagnosis at <number> years in some areas ongoing the need is not going to go away . contribute what you can . <hashtag> black autistic s lives matter </hashtag>
3352,1456577728833114116,. @UniofExeter has joined @DisabilitySmart who offer a lot of extra training and advice on disability - on 18 November they're holding a meeting of their Neurodiversity Network: https://t.co/ZQupNVxy5Q,. <user> has joined <user> who offer a lot of extra training and advice on disability - on <date> they are holding a meeting of their neurodiversity network : <url>
3353,1456577344181841931,"Our Senior Psychologist, Dr Jodie Quigg, will be presenting at the FREE Virtual SEN Conference 2021, ‘Supporting you and your Child: Positive Mental Health and Neurodiversity.’ Find out about the topic she will be presenting here https://t.co/3izBQ4zibn https://t.co/EwPDGdCBTk","our senior psychologist , dr jodie quigg , will be presenting at the <allcaps> free </allcaps> virtual <allcaps> sen </allcaps> conference <number> , ‘ supporting you and your child : positive mental health and neurodiversity . ’ find out about the topic she will be presenting here <url> <url>"
3354,1456577291123896321,"If your child has received a #neurodiversity diagnosis, you may be wondering where to go to find support in your area. 
Our #DiagnosisSupportPack has signposts to any resources you may need! 
Just go to https://t.co/U9U58qC6h7 to get started! https://t.co/Ld0HTC9nGY","if your child has received a <hashtag> neurodiversity </hashtag> diagnosis , you may be wondering where to go to find support in your area . our <hashtag> diagnosis support pack </hashtag> has signposts to any resources you may need ! just go to <url> to get started ! <url>"
3355,1456576777120276487,"""Introducing more cues into a store environment may trigger sensory overload, which can affect consumer reactions negatively.”
https://t.co/9k3fc0tcGV",""" introducing more cues into a store environment may trigger sensory overload , which can affect consumer reactions negatively . ” <url>"
3357,1456573590069989382,"I’m in love with today’s #cinema for #BeingSomeoneElseTheFilm ’s #belgian #premiere 

Screening: 
Cinema Nova 1, Brussels, Today 15.30.

#awardwinning #documentary #shortfilm #documentaryfilm #cosplay #autism #neurodiversity  #officialselection #brussels #filemon #cinemanova https://t.co/f2IA16m4oh","i ’ m in love with today ’ s <hashtag> cinema </hashtag> for <hashtag> being someone else the film </hashtag> ’ s <hashtag> belgian </hashtag> <hashtag> premiere </hashtag> screening : cinema nova <number> , brussels , today <number> . <hashtag> award winning </hashtag> <hashtag> documentary </hashtag> <hashtag> short film </hashtag> <hashtag> documentary film </hashtag> <hashtag> cosplay </hashtag> <hashtag> autism </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> official selection </hashtag> <hashtag> brussels </hashtag> <hashtag> file m on </hashtag> <hashtag> cinema nova </hashtag> <url>"
3364,1456569514246774788,"Apply for internships via Surrey Pathfinder 
Change 100 | Change 100 - Disability &amp; Neurodiversity Paid Summer Internships | https://t.co/aMQVDngTSD 
#FridayFocus #internship https://t.co/HpzE6I6zDy",apply for internships via surrey pathfinder change <number> | change <number> - disability & neurodiversity paid summer internships | <url> <hashtag> friday focus </hashtag> <hashtag> internship </hashtag> <url>
3367,1456567454486839305,"@felipedebrigard @JustinCaouette This is starting in a couple of days!

https://t.co/mb4jzCgdDx",<user> <user> this is starting in a couple of days ! <url>
3371,1456565717063520262,"Episode 8: Specialist Dyslexia Teaching with Michelle Catterson

Andrew talks to executive headteacher of #dyslexia specialist school, Moon Hall Reigate. 

Listen now:
https://t.co/JLhXeiRi7q 

#theinvisiblegift #podcast #dyslexic #podcasting #dyslexiaawareness #neurodiversity https://t.co/0QOxorBkgZ","episode <number> : specialist dyslexia teaching with michelle catterson andrew talks to executive headteacher of <hashtag> dyslexia </hashtag> specialist school , moon hall reigate . listen now : <url> <hashtag> the invisible gift </hashtag> <hashtag> podcast </hashtag> <hashtag> dyslexic </hashtag> <hashtag> podcasting </hashtag> <hashtag> dyslexia awareness </hashtag> <hashtag> neurodiversity </hashtag> <url>"
3372,1456564861547302912,"The largest survey of people with neurological conditions in the UK only takes 20 minutes to complete and a version is available for parents/carers.
#Neurodiversity #Neurodiverse
My Neuro Survey launched! https://t.co/Cf8xibFsy1",the largest survey of people with neurological conditions in the uk only takes <number> minutes to complete and a version is available for parents / carers . <hashtag> neurodiversity </hashtag> <hashtag> neurodiverse </hashtag> my neuro survey launched ! <url>
3373,1456563225563119642,Book your free consultation with me via https://t.co/ADp5b1I8Mw  #neurodiversesquad #coaching #buildabetterlife #ADHD #adhdsquad #significance #success #focus #Strengths #Neurodiversity #ADHDAwareness https://t.co/X1Uv58sh16,book your free consultation with me via <url> <hashtag> neuro diverse squad </hashtag> <hashtag> coaching </hashtag> <hashtag> build a better life </hashtag> <hashtag> adhd </hashtag> <hashtag> adhd squad </hashtag> <hashtag> significance </hashtag> <hashtag> success </hashtag> <hashtag> focus </hashtag> <hashtag> strengths </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> adhd awareness </hashtag> <url>
