,tweet_id,text,tokenized_text
3426,1281423676496216064,"Therapy courtesy of Sari Solden ...

A Radical Guide for Women with ADHD, Embrace Neurodiversity, Live Boldly, and Break Through Barriers – Sari Solden, Michelle Frank https://t.co/AYLNHzL5CB","therapy courtesy of sari solden . <repeated> a radical guide for women with <allcaps> adhd </allcaps> , embrace neurodiversity , live boldly , and break through barriers – sari solden , michelle frank <url>"
3427,1281422664226074625,@cassunzels @KUZINATA i mean ive seen ADHDers (and autistic ADHDers) use it to mean neurodiversity in general and im personally fine but ill ask more people about it,<user> <user> i mean ive seen adhders ( and autistic adhders ) use it to mean neurodiversity in general and im personally fine but ill ask more people about it
3428,1281418542584172544,"@cassunzels @KUZINATA i know wikipedia isnt a reliable source but it says ""The rainbow-colored infinity symbol represents the diversity of the autism spectrum as well as the greater neurodiversity movement.""","<user> <user> i know wikipedia isnt a reliable source but it says "" the rainbow - colored infinity symbol represents the diversity of the autism spectrum as well as the greater neurodiversity movement . """
3429,1281416819098648576,"I’m hoping I’ll soon find the words to articulate more about this:

Feeling like you have to endlessly explain and justify the way you are to people who hold power over you is a form of trauma.  I’m exhausted.

#TraumaNotPD #MadStudies #Neurodiversity #MentalHealth",i ’ m hoping i ’ ll soon find the words to articulate more about this : feeling like you have to endlessly explain and justify the way you are to people who hold power over you is a form of trauma . i ’ m exhausted . <hashtag> trauma not pd </hashtag> <hashtag> mad studies </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> mental health </hashtag>
3434,1281645361031860231,"@Richard_Autism @Shona_Mu @Jenn__Layton @AutisticNW @NeuroRebel @AnnMemmott @spacedoutsmiles @milton_damian But since getting specialists to take chronic illness seriously is a problem across the neurodiversity spectrum (I.e for NTs and NDs) that is probably just a pipe dream. 

#neisvoid",<user> <user> <user> <user> <user> <user> <user> <user> but since getting specialists to take chronic illness seriously is a problem across the neurodiversity spectrum ( i . e for nts and nds ) that is probably just a pipe dream . <hashtag> ne is void </hashtag>
3436,1281644071052689408,https://t.co/8G8HiJN6Zt Thanks @BethTolley8 #endrestraint #neurodiversity #ACES #SystemicRacism,<url> thanks <user> <hashtag> end restraint </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> aces </hashtag> <hashtag> systemic racism </hashtag>
3439,1281642925328400385,@auticonUS is hiring.  We have multiple openings for autistic technologists.  Data science.  Software development. Software engineering.  Test automation.  Analytics.  #Autism #Neurodiversity DM me if interested. @markfister_com,<user> is hiring . we have multiple openings for autistic technologists . data science . software development . software engineering . test automation . analytics . <hashtag> autism </hashtag> <hashtag> neurodiversity </hashtag> dm me if interested . <user>
3442,1281642042007797760,"Strength based approaches are THE MOST EFFECTIVE way to improve the well being of neurodiverse individuals. 

In my 12 years working with neurodiverse teens, THEY NEVER  go on to build a career or life centered on their deficits or weaknesses!!!

#neurodiversity #autism #therapy https://t.co/1aSxx8UIwN","strength based approaches are <allcaps> the most effective </allcaps> way to improve the well being of neurodiverse individuals . in my <number> years working with neurodiverse teens , <allcaps> they never </allcaps> go on to build a career or life centered on their deficits or weaknesses ! <repeated> <hashtag> neurodiversity </hashtag> <hashtag> autism </hashtag> <hashtag> therapy </hashtag> <url>"
3446,1281638922133659649,"@ChiariChey @steve_asbell Could not agree more Cheyenne. My direct experience is that to separate one aspect of someone’s identity from their personhood is intolerably damaging, especially when it comes from a parent. Whether it is about neurodiversity, disability, queerness, whatever.","<user> <user> could not agree more cheyenne . my direct experience is that to separate one aspect of someone ’ s identity from their personhood is intolerably damaging , especially when it comes from a parent . whether it is about neurodiversity , disability , queerness , whatever ."
3449,1281638333555175426,"Who else is attending #disinfosec tomorrow (Saturday July 11)?

@kim_crawley @shehackspurple @tweetofash @jobseekersirani @mike_mitt @JasonKerney @thejonmccoy @zbraiterman @SecEvangelism  @5urvivatrix #Neurodiversity #infosec #cybersecurity #DisabilityRights #ActuallyAutistic",who else is attending <hashtag> dis infosec </hashtag> tomorrow ( saturday <date> ) ? <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <hashtag> neurodiversity </hashtag> <hashtag> infosec </hashtag> <hashtag> cybersecurity </hashtag> <hashtag> disability rights </hashtag> <hashtag> actually autistic </hashtag>
3451,1281638324432777219,"work sending round a ""neurodiversity survey"" and I thought they were actually doing something inclusive for the first time ever but turns out they meant that stuff about like visual and auditory learners","work sending round a "" neurodiversity survey "" and i thought they were actually doing something inclusive for the first time ever but turns out they meant that stuff about like visual and auditory learners"
3455,1281637356936798212,"🧠❓What is neuroqueer❓🧠

/a thread/

quoted from the work of @WalkerSensei, which can be found here (an amazing resource on #Neurodiversity!):
https://t.co/D01hxYVrTA","🧠 ❓ what is neuroqueer ❓ 🧠 / a thread / quoted from the work of <user> , which can be found here ( an amazing resource on <hashtag> neurodiversity </hashtag> ! <sad> <url>"
3457,1281636289855451136,Just discovered that neurodiversity is called thần kinh and this same word has been used unconsciously by teachers and peers to demean mentally ill students... I thouhght it just meant like crazy/ out of ones mind.... the more u know 💔,just discovered that neurodiversity is called thần kinh and this same word has been used unconsciously by teachers and peers to demean mentally ill students . <repeated> i thouhght it just meant like crazy / out of ones mind . <repeated> the more u know 💔
3459,1281632921879797765,Interesting take on person-first language when talking about neurodiversity. I’d be inclined to agree! Surprising how many friends stopped treating me as a person once my “quirks” became part of a diagnosis. https://t.co/BUuMcaQg26,interesting take on person - first language when talking about neurodiversity . i ’ d be inclined to agree ! surprising how many friends stopped treating me as a person once my “ quirks ” became part of a diagnosis . <url>
3460,1281632721941475335,Thanks to a lot of people through twitter that are in or have been in “the job” and @npaa_uk. I have a better understanding of neurodiversity as a whole and in the work place! Today I have a confirmed appointment to be assessed for autism. Nervous and curious to get answers 🤔,thanks to a lot of people through twitter that are in or have been in “ the job ” and <user> . i have a better understanding of neurodiversity as a whole and in the work place ! today i have a confirmed appointment to be assessed for autism . nervous and curious to get answers 🤔
3461,1281631729065889793,Proud to have #lavaelastic featured as part of #DisabilityPrideBrighton this Sunday 12th July #neurodiversity #disabilityarts #neurodivergence #comedy https://t.co/hzfiSpFFi0,proud to have <hashtag> lava elastic </hashtag> featured as part of <hashtag> disability pride brighton </hashtag> this sunday 1 2 th july <hashtag> neurodiversity </hashtag> <hashtag> disability arts </hashtag> <hashtag> neuro divergence </hashtag> <hashtag> comedy </hashtag> <url>
3462,1281631031959998465,This Sunday is #DisabilityPrideBrighton on @LatestTVBtn and we’re proud to have some #LavaElastic performance featured in the form of the brilliant @SumitaUnjumbled #neurodiversity #neurodivergejce https://t.co/ul3IRIsnoa https://t.co/HVcYHTrUxf,this sunday is <hashtag> disability pride brighton </hashtag> on <user> and we ’ re proud to have some <hashtag> lava elastic </hashtag> performance featured in the form of the brilliant <user> <hashtag> neurodiversity </hashtag> <hashtag> neuro diverge jce </hashtag> <url> <url>
3463,1281628819275894785,"Will never underestimate the power of an end of term report again. Please say something positive, teachers! “Has a lovely laugh” doesn’t quite cut it... #Neurodiversity","will never underestimate the power of an end of term report again . please say something positive , teachers ! “ has a lovely laugh ” doesn ’ t quite cut it . <repeated> <hashtag> neurodiversity </hashtag>"
3465,1281628510617051136,Your Autistic Loved One Is Not Hurting Your Feelings out of Malice: https://t.co/77puKfGvxu #autistic #autism #actuallyautistic #neurodiversity #thearticulateautistic Please RT https://t.co/PtKY3RDufI,your autistic loved one is not hurting your feelings out of malice : <url> <hashtag> autistic </hashtag> <hashtag> autism </hashtag> <hashtag> actually autistic </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> the articulate autistic </hashtag> please rt <url>
3471,1281625374414249986,She's not a problem just because YOU don't understand her. Her diagnosis is not your inconvenience unless you make it that way. #Neurodiversity,she ' s not a problem just because <allcaps> you </allcaps> do not understand her . her diagnosis is not your inconvenience unless you make it that way . <hashtag> neurodiversity </hashtag>
3472,1281624889141727236,"With this campaign, we hope to advocate for more #neurodiversity in the workplace and #autismacceptance worldwide. Take a look at our customer references to see real feedback on how hiring autistic people benefits companies, employees, and society! https://t.co/PHCgIepaKC","with this campaign , we hope to advocate for more <hashtag> neurodiversity </hashtag> in the workplace and <hashtag> autism acceptance </hashtag> worldwide . take a look at our customer references to see real feedback on how hiring autistic people benefits companies , employees , and society ! <url>"
3473,1281624742135574528,"This quote is from a Berlin employee and the painting from our LA team. Together they make up another amazing piece of artwork for our autistic pride campaign. Even though it’s been almost a month since #AutisticPrideDay, celebrating neurodiversity is as important as ever! https://t.co/fyHoC8kK63","this quote is from a berlin employee and the painting from our la team . together they make up another amazing piece of artwork for our autistic pride campaign . even though it ’ s been almost a month since <hashtag> autistic pride day </hashtag> , celebrating neurodiversity is as important as ever ! <url>"
3474,1281624121927962624,"Technical project managers, senior software engineers, job coaches! Fellow autistic people! My company wants to hire you! #autismatwork #openlyautistic #neurodiversity https://t.co/C16tx0oUf1","technical project managers , senior software engineers , job coaches ! fellow autistic people ! my company wants to hire you ! <hashtag> autism at work </hashtag> <hashtag> openly autistic </hashtag> <hashtag> neurodiversity </hashtag> <url>"
3477,1281619597771317250,@MrsNickyClark Imagine the stress this put the young lad through being prosecuted for this. It seems diversity training fails to acknowledge disabilities like communication disorders and neurodiversity. Shameful decision to pursue this case,<user> imagine the stress this put the young lad through being prosecuted for this . it seems diversity training fails to acknowledge disabilities like communication disorders and neurodiversity . shameful decision to pursue this case
3481,1281614787198291969,Very proud of my daughter Rhiannon who has received 2:1 in International Relations @portsmouthuni Thank you for your support #neurodiversity #dyspraxia enabling her to succeed... next stop the UN 😁 https://t.co/M1oNzjfVzU,very proud of my daughter rhiannon who has received <number> : <number> in international relations <user> thank you for your support <hashtag> neurodiversity </hashtag> <hashtag> dyspraxia </hashtag> enabling her to succeed . <repeated> next stop the un 😁 <url>
3486,1281612782014738444,"What a surprise !
 #TDAH #ADHD #Neurodiversity  #neuroatypique https://t.co/Z5dwjDRH8K",what a surprise ! <hashtag> tdah </hashtag> <hashtag> adhd </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> neuro at y pique </hashtag> <url>
3490,1281611297109442566,"This year, Ofsted has created a guide on how to support neurodiverse pupils. Find out more about how to support your pupils by visiting https://t.co/j46M1mI7UL #neurodiversity #dyslexia https://t.co/dQSSlZ2xZy","this year , ofsted has created a guide on how to support neurodiverse pupils . find out more about how to support your pupils by visiting <url> <hashtag> neurodiversity </hashtag> <hashtag> dyslexia </hashtag> <url>"
3491,1281611292839759875,"This year, Ofsted has created a guide on how to support neurodiverse pupils. Find out more about how to support your pupils by visiting https://t.co/XRvyexFm7q #neurodiversity #dyslexia https://t.co/nbNf8GftNp","this year , ofsted has created a guide on how to support neurodiverse pupils . find out more about how to support your pupils by visiting <url> <hashtag> neurodiversity </hashtag> <hashtag> dyslexia </hashtag> <url>"
3492,1281610788533424129,"(1/2) Right when I thought the neurodiversity movement was gaining positive momentum &amp; traction, I found out one of the YouTube channels that has posted numerous child autism meltdown videos of his son was nominated for a national diversity award as a positive role model.","( <number> / <number> ) right when i thought the neurodiversity movement was gaining positive momentum & traction , i found out one of the youtube channels that has posted numerous child autism meltdown videos of his son was nominated for a national diversity award as a positive role model ."
3493,1281607725588320258,"‘While the medical model suggests autism is inherently pathological and requires a cure, the neurodiversity paradigm recognizes autism as a natural part of life that enhances the richness of humanity.’ https://t.co/DLI11KIZuu","‘ while the medical model suggests autism is inherently pathological and requires a cure , the neurodiversity paradigm recognizes autism as a natural part of life that enhances the richness of humanity . ’ <url>"
3494,1281607192135770112,Food for thought? #autism #Neurodiversity https://t.co/mIYfLA97Gi,food for thought ? <hashtag> autism </hashtag> <hashtag> neurodiversity </hashtag> <url>
3495,1281606101763596288,"I completely forgot to tweet this update yesterday, but I have officially completed 3 books for @ourlostlibrary Lost-A-Thon.

And yes, ""The Lightning Thief"" is a diverse read because it has some powerful representation of neurodiversity which I appreciate, as an ADHD reader. https://t.co/sVuVNZXB8g","i completely forgot to tweet this update yesterday , but i have officially completed <number> books for <user> lost - a - thon . and yes , "" the lightning thief "" is a diverse read because it has some powerful representation of neurodiversity which i appreciate , as an <allcaps> adhd </allcaps> reader . <url>"
3496,1281605299720396807,"@MisWiredKE ...our own neurodiversity. And from there...

• Communicate with compassion.

• Communicate with clear boundaries, &amp; stick to them.

Ultimately, we are not responsible for their education. We may choose to help. We might not.

They must do the work as well.

Also...","<user> . <repeated> our own neurodiversity . and from there . <repeated> • communicate with compassion . • communicate with clear boundaries , & stick to them . ultimately , we are not responsible for their education . we may choose to help . we might not . they must do the work as well . also . <repeated>"
3499,1281604232731332608,@MicroFocus CMO @GenefaMurphy recaps #INSPIRE 20 Episode 2: Michael Fieldhouse and the role of #neurodiversity in the workplace in this fantastic new #CSR blogpost https://t.co/o9a53WEssB #MyMicroFocus https://t.co/wJptTh4xod,<user> <allcaps> cmo </allcaps> <user> recaps <hashtag> inspire </hashtag> <number> episode <number> : michael fieldhouse and the role of <hashtag> neurodiversity </hashtag> in the workplace in this fantastic new <hashtag> csr </hashtag> blogpost <url> <hashtag> my micro focus </hashtag> <url>
3506,1281599850816180224,"New on the Guillemot Journal today: Cat Chong (@MarbledMayhem) and Jen Hadfield (@hadfield_jen) in conversation on neurodiversity, language and poetry. https://t.co/5kebd23vQE","new on the guillemot journal today : cat chong ( <user> ) and jen hadfield ( <user> ) in conversation on neurodiversity , language and poetry . <url>"
3507,1281599286967439361,.@BooksandChokers so pleased to see your book displayed in my local @BroadStBooks! Obviously I bought a copy and can’t wait to read it with my daughter. We need more autistic girls in books 😁 #Neurodiversity #book #childrenbooks https://t.co/zaOjokLJZ2,. <user> so pleased to see your book displayed in my local <user> ! obviously i bought a copy and can ’ t wait to read it with my daughter . we need more autistic girls in books 😁 <hashtag> neurodiversity </hashtag> <hashtag> book </hashtag> <hashtag> children books </hashtag> <url>
3510,1281587809535488002,"Autism Is an Identity, Not a Disease: Inside the Neurodiversity Movement by Katherine Reynolds Lewis in @elemental https://t.co/77paVfbilK","autism is an identity , not a disease : inside the neurodiversity movement by katherine reynolds lewis in <user> <url>"
3511,1281587452294172672,"I uploaded a new post on my blog yesterday on autism and its benefits to the world of work. You can read it at the link below. 

#autism #autismintheworkplace #disability #neurodiversity #newblogpost #personal #careerdevelopment 

https://t.co/oXDcxoOBza https://t.co/6mHNjzyjZ6",i uploaded a new post on my blog yesterday on autism and its benefits to the world of work . you can read it at the link below . <hashtag> autism </hashtag> <hashtag> autism in the workplace </hashtag> <hashtag> disability </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> new blog post </hashtag> <hashtag> personal </hashtag> <hashtag> career development </hashtag> <url> <url>
3512,1281581904794353665,"I'm sure I remember something via @GDSTeam or maybe @OneTeamGov about good practices in employing/working in relation to #neurodiversity I've been contacted by a Masters student, who wants to do some HR research on the topic. Anyone?","i am sure i remember something via <user> or maybe <user> about good practices in employing / working in relation to <hashtag> neurodiversity </hashtag> i have been contacted by a masters student , who wants to do some hr research on the topic . anyone ?"
3513,1281576014406090752,"#InclusionAlert!
The position will entail operating industrial scanning machines, extracting mails &amp; matching information on documents and envelopes, among other responsibilities.

Apply: https://t.co/Ozcobdxwbn

#EmploymentForEveryone #autism #neurodiversity #disabilityinclusion https://t.co/iZOHkAExpY","<hashtag> inclusion alert </hashtag> ! the position will entail operating industrial scanning machines , extracting mails & matching information on documents and envelopes , among other responsibilities . apply : <url> <hashtag> employment for everyone </hashtag> <hashtag> autism </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> disability inclusion </hashtag> <url>"
3518,1281566200024182788,"Neurodiversity Collection - Templates for Tourette's Syndrome, ADHD, Autism, Dyslexia, Dyspraxia &amp; of course, neurotypical. The templates can be used for any other neurotypes that use the same ribbon colour. @AwareTourettes @ADHD @AutismTalkAspie @screen4dyslexia @DyspraxiaAware https://t.co/xjZJV8dUPa","neurodiversity collection - templates for tourette ' s syndrome , <allcaps> adhd </allcaps> , autism , dyslexia , dyspraxia & of course , neurotypical . the templates can be used for any other neurotypes that use the same ribbon colour . <user> <user> <user> <user> <user> <url>"
3519,1281565479962677248,@UntoNuggan This reality is all too familiar to us here at Neurodiversity Media!,<user> this reality is all too familiar to us here at neurodiversity media !
3520,1281565020934021121,"@MrsNickyClark ...we called you transphobic. Which we never did.

Talk to trans people.

Better yet, talk to autistic trans people. We aren't exactly short on neurodiversity as a community.","<user> . <repeated> we called you transphobic . which we never did . talk to trans people . better yet , talk to autistic trans people . we are not exactly short on neurodiversity as a community ."
3522,1281562914151960576,"Autism Is an Identity, Not a Disease: Inside the Neurodiversity Movement by Katherine Reynolds Lewis in @elemental https://t.co/y1Pwq9oP5b","autism is an identity , not a disease : inside the neurodiversity movement by katherine reynolds lewis in <user> <url>"
3524,1281733025877950465,So happy you could join!! Amazing discussion👊🏾 #neurodiversity https://t.co/6LZkjKlHgV,so happy you could join ! <repeated> amazing discussion 👊 🏾 <hashtag> neurodiversity </hashtag> <url>
3525,1281730895167156224,"@Joseph_wolfstar @JustStimming Thank you for your reply! I completely agree, but it’s always good to be reminded. I have a lot of ASD-littles (like 2-6) but for the ones a little older I like to introduce the language of neurodiversity- so they understand that how they are is perfectly fine.","<user> <user> thank you for your reply ! i completely agree , but it ’ s always good to be reminded . i have a lot of <allcaps> asd </allcaps> - littles ( like <number> - <number> ) but for the ones a little older i like to introduce the language of neurodiversity - so they understand that how they are is perfectly fine ."
3528,1281727782611976193,#Neurodiversity in the tech sector - #SAP and #Cloud9 Insight make it all about the individual https://t.co/3mdoBebvLy https://t.co/FnhNEm0kos,<hashtag> neurodiversity </hashtag> in the tech sector - <hashtag> sap </hashtag> and <hashtag> cloud 9 </hashtag> insight make it all about the individual <url> <url>
3530,1281725285545771014,"PC culture marginalizes the neurodivergent, so by extension cancel culture is ableist https://t.co/ZqQWm6Cloz","pc culture marginalizes the neurodivergent , so by extension cancel culture is ableist <url>"
3531,1281721268824350720,#Neurodiversity in The Workplace: The Benefits of Hiring ADHD Talent https://t.co/FnyYVPjbrp,<hashtag> neurodiversity </hashtag> in the workplace : the benefits of hiring <allcaps> adhd </allcaps> talent <url>
3536,1281715042556080128,The neurodiversity case for standardized testing. Excellent thread from @EricRWeinstein https://t.co/OLujgUzy2a,the neurodiversity case for standardized testing . excellent thread from <user> <url>
3538,1281714625482981378,"@Mrsjellies @ThePOTATOgroup So many of us parenting children &amp; young adults with neurodiversity issues - which can result from trauma - find there is nowhere to turn!! @IsabelleTrowler
Disabilities are denied to save ££ in the short term but in the end we all pay much more &amp; young lives are destroyed @EHRC",<user> <user> so many of us parenting children & young adults with neurodiversity issues - which can result from trauma - find there is nowhere to turn ! <repeated> <user> disabilities are denied to save £ £ in the short term but in the end we all pay much more & young lives are destroyed <user>
3539,1281707640133955590,"“People don’t see disability as an identity; it’s a condition to be cured. No, we do not want a cure for a part of our neurology that’s a part of who we are, just like there’s no cure for Blackness” -@MorenikeGO  https://t.co/l64v288VPh #ActuallyAutistic #BlackDisabledLivesMatter","“ people don ’ t see disability as an identity ; it ’ s a condition to be cured . no , we do not want a cure for a part of our neurology that ’ s a part of who we are , just like there ’ s no cure for blackness ” - <user> <url> <hashtag> actually autistic </hashtag> <hashtag> black disabled lives matter </hashtag>"
3544,1281694753864720385,"20 Things I Wish People Understood About Neurodiversity - Kirsty Anne shares what she wishes people understood about autism and neurodiversity.

https://t.co/vzThMntb1t https://t.co/1pxbJs1cY2",<number> things i wish people understood about neurodiversity - kirsty anne shares what she wishes people understood about autism and neurodiversity . <url> <url>
3547,1281690075831689216,We run a discord server for anyone who are autistic and their relatives.  #ActuallyAutistic @cognus_autism #autismhood @AutismParentMag #specialneeds #Neurodiversity #aspie #NoCure #aspergers Please hit that share button. https://t.co/yJcEU9lrgn https://t.co/uPGMj1Y8I8,we run a discord server for anyone who are autistic and their relatives . <hashtag> actually autistic </hashtag> <user> <hashtag> autism hood </hashtag> <user> <hashtag> special needs </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> as pie </hashtag> <hashtag> no cure </hashtag> <hashtag> aspergers </hashtag> please hit that share button . <url> <url>
3548,1281690040083652609,"@southafrica9 thank you for sharing our poster! 
 #SEND #senco #education #highereducation #primaryeducation #educationchallenges #neurodiversity #community #educationcommunity",<user> thank you for sharing our poster ! <hashtag> send </hashtag> <hashtag> senco </hashtag> <hashtag> education </hashtag> <hashtag> higher education </hashtag> <hashtag> primary education </hashtag> <hashtag> education challenges </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> community </hashtag> <hashtag> education community </hashtag>
3549,1281688248243425281,"@commaficionado Straight from the Cummings handbook. Imagine this dystopian, NT bullshit tied into private healthcare. I doubt these systems have considered any type of neurodiversity.","<user> straight from the cummings handbook . imagine this dystopian , nt bullshit tied into private healthcare . i doubt these systems have considered any type of neurodiversity ."
3550,1281687617923420161,"@pulte Agree. Neurodiversity should be celebrated, not punished.","<user> agree . neurodiversity should be celebrated , not punished ."
3554,1281681346994352128,"Come join our intrepid CEO @Laura_Karpinski for a Neurodiversity coffee morning

NB: This event is aimed at those with ASD, anxiety, or other variations, but everyone is welcome. Please read the rules in the forum post before you attend. 

https://t.co/OMXlkiOYdH","come join our intrepid <allcaps> ceo </allcaps> <user> for a neurodiversity coffee morning nb : this event is aimed at those with <allcaps> asd </allcaps> , anxiety , or other variations , but everyone is welcome . please read the rules in the forum post before you attend . <url>"
3561,1281667505149358083,xenogenders are valid... when they make sense and align with neurodiversity. finding comfort online doesn’t equate to a new gender.,xenogenders are valid . <repeated> when they make sense and align with neurodiversity . finding comfort online doesn ’ t equate to a new gender .
3562,1281665821933264896,Looking for your next great read? Check out a title or two on our Brains &amp; Bodies book list to celebrate neurodiversity and reads for all abilities! Place books on hold to use our curbside pickup service. https://t.co/cEd53iaWKM #suffolkpubliclibrary #SeeYOUatTheLibrary #books https://t.co/q5lmOmSTKA,looking for your next great read ? check out a title or two on our brains & bodies book list to celebrate neurodiversity and reads for all abilities ! place books on hold to use our curbside pickup service . <url> <hashtag> suffolk public library </hashtag> <hashtag> see yo uat the library </hashtag> <hashtag> books </hashtag> <url>
3563,1281664230668800001,"@MrJohnnyDean Nobody's right or business to dismiss, devalue or doubt somebody else's neurodiversity. I often wonder what people think they gain from doing this.","<user> nobody ' s right or business to dismiss , devalue or doubt somebody else ' s neurodiversity . i often wonder what people think they gain from doing this ."
3565,1281662659524546563,"Playing hookie! No news is good news today, so go create some joy! 

Neurodiversity Newsstand will be back next Friday :) https://t.co/C1G1zt0cyA","playing hookie ! no news is good news today , so go create some joy ! neurodiversity newsstand will be back next friday <happy> <url>"
3566,1281662531182960640,"Disabled activists call for a refreshed social model to ‘bring it back to life’ https://t.co/o1C1kMflUv
IMO, the problem isn't that the Social Model doesn't address issues such as pain, or neurodiversity, it's that ppl, including some disabled ppl, resist its full implications.","disabled activists call for a refreshed social model to ‘ bring it back to life ’ <url> <allcaps> imo </allcaps> , the problem is not that the social model does not address issues such as pain , or neurodiversity , it ' s that ppl , including some disabled ppl , resist its full implications ."
3569,1281660074201473024,"And yes, I'm also autistic. 

Again... really not the insult you think it is. 

It's in my screen name. I don't care if you call me autistic. I post frequently about disability advocacy from a neurodiversity standpoint. I'm open about my disabilities offline too. I'm not ashamed.","and yes , i am also autistic . again . <repeated> really not the insult you think it is . it ' s in my screen name . i do not care if you call me autistic . i post frequently about disability advocacy from a neurodiversity standpoint . i am open about my disabilities offline too . i am not ashamed ."
3570,1281659987853553669,"I see the point, but I disagree with the definition of, and would use, in some cases 'abled'. In this context to me, abled = someone who doesn't have any form of disability, including but not limited to impairments: mobility, neurodiversity, hearing, sight or speech etc. https://t.co/6IUBUGx4oT","i see the point , but i disagree with the definition of , and would use , in some cases ' abled ' . in this context to me , abled = someone who does not have any form of disability , including but not limited to impairments : mobility , neurodiversity , hearing , sight or speech etc . <url>"
3571,1281658563698421760,"The shaming of bodies, sex, neurodiversity, and culture is unacceptable. The shaming of children and teens is unacceptable. The shaming of harmful behaviors in adults who should damn well know better? It's a social superpower if it can be harnessed. (5/6)","the shaming of bodies , sex , neurodiversity , and culture is unacceptable . the shaming of children and teens is unacceptable . the shaming of harmful behaviors in adults who should damn well know better ? it ' s a social superpower if it can be harnessed . ( <number> / <number> )"
3572,1281657702184189953,"NYT is planning coverage of disability + wants input on what topics to cover, what questions ppl have https://t.co/0lwRoSzq79","<allcaps> nyt </allcaps> is planning coverage of disability + wants input on what topics to cover , what questions ppl have <url>"
3573,1281657698577047552,"Autism Is an Identity, Not a Disease: Inside the Neurodiversity Movement https://t.co/DhfWUAH5xv","autism is an identity , not a disease : inside the neurodiversity movement <url>"
3576,1281652418892242945,Join us for our next #WhatWorks session and learn how hiring FOR neurodiversity can bring incredible benfits to your business. Led by Carol Simpson from @focus_ps. #Purpose https://t.co/xps2Drkhv5 https://t.co/oKd5xpBtbS,join us for our next <hashtag> what works </hashtag> session and learn how hiring <allcaps> for </allcaps> neurodiversity can bring incredible benfits to your business . led by carol simpson from <user> . <hashtag> purpose </hashtag> <url> <url>
3583,1281902911019253761,"#Neurodiversity consists of autism, ADHD/ADD and tourettes. you are born with these and you will have these for the rest of your life. you cannot 'obtain' them. stop calling yourself neurodiverse if you're just depressed, you're mentally ill, learn the difference between them","<hashtag> neurodiversity </hashtag> consists of autism , <allcaps> adhd </allcaps> / <allcaps> add </allcaps> and tourettes . you are born with these and you will have these for the rest of your life . you cannot ' obtain ' them . stop calling yourself neurodiverse if you are just depressed , you are mentally ill , learn the difference between them"
3584,1281901734428839936,Timelines are scripts &amp; those who fall out of these scripts are excluded- queer calendars are different. Or in mental health- recovery hastimeline related script. Power structures are validated by time #queertime #criptime #Neurodiversity #qacp #qacpcohort #queeringmentalhealth https://t.co/GC0FVOpb3y,timelines are scripts & those who fall out of these scripts are excluded - queer calendars are different . or in mental health - recovery hastimeline related script . power structures are validated by time <hashtag> queer time </hashtag> <hashtag> crip time </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> q a cp </hashtag> <hashtag> q a cp cohort </hashtag> <hashtag> queering mental health </hashtag> <url>
3586,1281894949668171776,Neurodivergence: Provoking a New Mind Sight - via @smedian_network #ArtificialIntelligence #Neurodiversity #Neuroscience #Humanity https://t.co/I6H3USxLjU,neurodivergence : provoking a new mind sight - via <user> <hashtag> artificial intelligence </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> neuroscience </hashtag> <hashtag> humanity </hashtag> <url>
3590,1281889823876354049,Any recommendations people???? This is to help a little boy with autism moving into year 2 to better explain neurodiversity to his classmates https://t.co/LP5a4t8sSh,any recommendations people ? <repeated> this is to help a little boy with autism moving into year <number> to better explain neurodiversity to his classmates <url>
3591,1281888826265423872,"Fantastically rich presentation from Hilary Davies to start @musictherapyuk #Autism network event today- such a wealth of literature shared and autistic voices privileged throughout, great to engage with #disabilitystudies and #neurodiversity perspectives 👍 #thankyou Hilary! ♾","fantastically rich presentation from hilary davies to start <user> <hashtag> autism </hashtag> network event today - such a wealth of literature shared and autistic voices privileged throughout , great to engage with <hashtag> disability studies </hashtag> and <hashtag> neurodiversity </hashtag> perspectives 👍 <hashtag> thank you </hashtag> hilary ! ♾"
3596,1281880325619019776,"Other ADHD accounts: tweet mostly about ADHD

Me: started a political/philosophy account that became a neurodiversity account but gets distracted by BLM and GE2020

I'd argue this is the true ADHD brand 😂",other <allcaps> adhd </allcaps> accounts : tweet mostly about <allcaps> adhd </allcaps> me : started a political / philosophy account that became a neurodiversity account but gets distracted by <allcaps> blm </allcaps> and ge2020 i ' d argue this is the true <allcaps> adhd </allcaps> brand 😂
