"","tweet_id","user_username","text","possibly_sensitive","author_id","conversation_id","created_at","lang","in_reply_to_user_id","user_created_at","user_protected","user_name","user_profile_image_url","user_location","user_description","user_verified","user_url","user_pinned_tweet_id","retweet_count","like_count","quote_count","user_tweet_count","user_list_count","user_followers_count","user_following_count","sourcetweet_type","sourcetweet_id","sourcetweet_text","sourcetweet_lang","sourcetweet_author_id"
"77","1576032380480987137","byrdposting","RT @lindy_treece: Don't ask if they communicate directly. Everyone thinks they do. And don't ask if they support neurodiversity. Their answ…",FALSE,"1167244717710557185","1576032380480987137","2022-10-01T02:12:55.000Z","en",NA,"2019-08-30T01:16:54.000Z",FALSE,"The Entertainment System","https://pbs.twimg.com/profile_images/1559249353885319169/Q3ZOygmZ_normal.jpg",NA,"🏳️‍⚧️ || White || PWDID || He/ she/ they || Body age 26 || Autistic, ADHD || Chronically ill || 
Frequent Fronters: Charlie 🦕",FALSE,NA,NA,24,0,0,9469,1,207,372,"retweeted","1575898921544871936","Don't ask if they communicate directly. Everyone thinks they do. And don't ask if they support neurodiversity. Their answer is going to be yes, because it looks bad to say no. Instead, you can ask what they think about ABA. Most still aren't aware that we hate it. 9/","en","1374884214085013509"
"78","1576030708317184000","KarenMHJ","RT @jaime_a_heidel: A Common and PTSD-Inducing Myth About Autistic Behavior: https://t.co/QDFFB3zrRb #autistic #autism #actuallyautistic #n…",FALSE,"844673078194032640","1576030708317184000","2022-10-01T02:06:16.000Z","en",NA,"2017-03-22T22:12:09.000Z",FALSE,"Karen H 🏴‍☠️","https://pbs.twimg.com/profile_images/1275899452201463808/FtTeXFob_normal.png","Chicagoland","Furious about politics; in love w/#BlackSails
""I am ENRAGED!""
Dogs
Jokes, good & bad
Banwen in Sindarin
She/her
Mastodon: @KarenMHJ@lor.sh
Spoutible: KarenMHJ",FALSE,"https://t.co/pinC6Q19JU","1627491413326802944",4,0,0,167399,2,837,248,"retweeted","1576029389325828096","A Common and PTSD-Inducing Myth About Autistic Behavior: https://t.co/QDFFB3zrRb #autistic #autism #actuallyautistic #neurodiversity #neurodivergent Please RT https://t.co/QchACwIpEd","en","1266072995673575424"
"79","1576029389325828096","jaime_a_heidel","A Common and PTSD-Inducing Myth About Autistic Behavior: https://t.co/QDFFB3zrRb #autistic #autism #actuallyautistic #neurodiversity #neurodivergent Please RT https://t.co/QchACwIpEd",FALSE,"1266072995673575424","1576029389325828096","2022-10-01T02:01:02.000Z","en",NA,"2020-05-28T18:26:29.000Z",FALSE,"Jaime A. Heidel - The Articulate Autistic","https://pbs.twimg.com/profile_images/1560724420397776898/D3GdRTYv_normal.jpg","Connecticut","No longer updating here. Find me on Instagram or LinkedIn.",FALSE,"https://t.co/8rIsDPKtNT","1587522637043060737",4,9,0,6158,20,1464,200,NA,NA,NA,NA,NA
"80","1576029381285257216","pragmaticmom","RT @MCChildsBookDay: Save the Date! Our #iglive with author Geo Meijering is Wed., 10/5/22, 3 pm ET! The #dyslexia advocate, she wrote her…",FALSE,"100818788","1576029381285257216","2022-10-01T02:01:00.000Z","en",NA,"2009-12-31T18:22:43.000Z",FALSE,"PragmaticMom","https://pbs.twimg.com/profile_images/378800000540061815/d89b5360b88693a3fe1ae10963a06bf9_normal.jpeg","Boston, MA","Co-Creator Multicultural Children’s Book Day #ReadYourWorld🌎📚Blogging on diversity #KidLit & parenting⛩🏮🎎Co-Author @howtocoachgirls⚽️Co-Founder @aquent",FALSE,"https://t.co/Hp4o00uI9q","1621283574304358402",1,0,0,122198,2093,73109,30024,"retweeted","1575815477691031552","Save the Date! Our #iglive with author Geo Meijering is Wed., 10/5/22, 3 pm ET! The #dyslexia advocate, she wrote her children's book Hacking the Code to help bring dyslexia awareness to the community. 

https://t.co/Fg7jLspeN8

#ReadYourWorld #Neurodiversity #kidlit https://t.co/MVBG6LTsRJ","en","2925539046"
"81","1576028512674545664","RyuKiyo66","RT @neurodivsalon: Jeff's Blog: Play, DIRFloortime®, and Neurodiversity Informed Practice: https://t.co/FZPNBRd9Ss",TRUE,"747922527716990978","1576028512674545664","2022-10-01T01:57:33.000Z","en",NA,"2016-06-28T22:40:01.000Z",FALSE,"Ryu","https://pbs.twimg.com/profile_images/1527010190981074944/w4X8TsfB_normal.jpg",NA,"#picture #japanesetraditionaldance #Dryglassplates #写真 #日本舞踊 #空 #雲 #花 #coffee #コーヒー #珈琲 #drip #ドリップ #sunshine #sunrise #sunset #美味しい #気持ちいい",FALSE,NA,"1251466535169712132",1,0,0,4286,14,960,1442,"retweeted","1575986222425481217","Jeff's Blog: Play, DIRFloortime®, and Neurodiversity Informed Practice: https://t.co/FZPNBRd9Ss","en","1563739176226369536"
"82","1576028266254675969","LrupertMD","@NileEvans In fact I'm a child psychiatrist who specializes in neurodiversity and trauma so I am literally an expert in what kids see capable of and the law doesn't change their brains. But go off sir.",FALSE,"1199781462368833536","1539781375192088578","2022-10-01T01:56:34.000Z","en","1199781462368833536","2019-11-27T20:06:16.000Z",FALSE,"Dr. Loucresie","https://pbs.twimg.com/profile_images/1492274729272725504/GRR-EfCL_normal.jpg",NA,"Follow the ADHD, Autistic ,Depressed, Anxious, PTSD, Bisexual, Poly, Pentecostal ,Black Child Psychiatrist as she talks about her life. tweets/views are my own.",FALSE,"https://t.co/FzaSAqmFrv","1604339747580682241",0,0,0,3328,17,1208,438,NA,NA,NA,NA,NA
"83","1576027633875230720","ellenlou299","RT @lindy_treece: Don't ask if they communicate directly. Everyone thinks they do. And don't ask if they support neurodiversity. Their answ…",FALSE,"1194747482","1576027633875230720","2022-10-01T01:54:03.000Z","en",NA,"2013-02-18T20:09:26.000Z",FALSE,"Oddling Elle","https://pbs.twimg.com/profile_images/1553423505034805248/Ou1vhrGI_normal.jpg",NA,"",FALSE,"https://t.co/JShwBNBodq",NA,24,0,0,9689,6,400,777,"retweeted","1575898921544871936","Don't ask if they communicate directly. Everyone thinks they do. And don't ask if they support neurodiversity. Their answer is going to be yes, because it looks bad to say no. Instead, you can ask what they think about ABA. Most still aren't aware that we hate it. 9/","en","1374884214085013509"
"84","1576027405634113537","DreamTigress","RT @driven2drink: Hilarious. Also, frustrating.

I coach folks w ADHD, Autism, &amp; neurodiversity. Every official, systemic, and/or readily c…",FALSE,"210504032","1576027405634113537","2022-10-01T01:53:09.000Z","en",NA,"2010-10-31T15:57:05.000Z",FALSE,"Tiger Torre","https://pbs.twimg.com/profile_images/1267509428854624256/4cY7_2-E_normal.jpg","Baltimore, MD","Artist, mask maker, amazon kitten of doom, trouble maker, jill of many trades & macguyver of crafts. Polyamorous, queer, switch, witch, neurodivergent. She/her.",FALSE,"https://t.co/EnEEBnw273",NA,56,0,0,54703,11,337,189,"retweeted","1575991678879793153","Hilarious. Also, frustrating.

I coach folks w ADHD, Autism, &amp; neurodiversity. Every official, systemic, and/or readily compensated support requires layers of additional executive juggling to obtain and use executive function supports and it's fucking exhausting. https://t.co/lgjbyuDSwb","en","171708953"
"85","1576026674361413632","emccoy_writer","RT @driven2drink: Hilarious. Also, frustrating.

I coach folks w ADHD, Autism, &amp; neurodiversity. Every official, systemic, and/or readily c…",FALSE,"535833722","1576026674361413632","2022-10-01T01:50:14.000Z","en",NA,"2012-03-25T00:09:43.000Z",FALSE,"ꙮMantis Space Marine","https://pbs.twimg.com/profile_images/1949406327/image_normal.jpg","Probably under a cat","At the moment, I'm only here to better spy on my Tweeting friends, associates, & random cool people who don't know me at all. I'm an Old. (she/her works for me)",FALSE,"https://t.co/k80JjdbVVA","870501734002466818",56,0,0,676991,193,1236,366,"retweeted","1575991678879793153","Hilarious. Also, frustrating.

I coach folks w ADHD, Autism, &amp; neurodiversity. Every official, systemic, and/or readily compensated support requires layers of additional executive juggling to obtain and use executive function supports and it's fucking exhausting. https://t.co/lgjbyuDSwb","en","171708953"
"86","1576023491572531200","sheil54","RT @PCamhs: Looking forward to the first Neurodevelopment Ministerial Advisory Group @WGHealthandCare An opportunity to move current legisl…",FALSE,"160219251","1576023491572531200","2022-10-01T01:37:36.000Z","en",NA,"2010-06-27T14:52:13.000Z",FALSE,"Sheila J","https://pbs.twimg.com/profile_images/987924276295749632/qi6pV6Va_normal.jpg",NA,"Retired Teacher . Campaigner . Community Councillor. Love family , friends ,people, music, art , poetry , new places , cats",FALSE,NA,NA,2,0,0,7109,7,804,1829,"retweeted","1575369334020624387","Looking forward to the first Neurodevelopment Ministerial Advisory Group @WGHealthandCare An opportunity to move current legislation to meet the needs of all learners, adults and prevent poor life outcomes. #earlyhelp #neurodiversity #neurodivergent #differencenotdisorder","en","1062298618483355648"
"87","1576022967531687937","caitlinthehob","RT @driven2drink: Hilarious. Also, frustrating.

I coach folks w ADHD, Autism, &amp; neurodiversity. Every official, systemic, and/or readily c…",FALSE,"438728616","1576022967531687937","2022-10-01T01:35:31.000Z","en",NA,"2011-12-16T23:21:01.000Z",FALSE,"Caitlin Hobbs (they/them)","https://pbs.twimg.com/profile_images/1468752233617674242/nVSfMyOz_normal.jpg","Occupied Tsalaguwetiyi land","make no apologies for surviving • non-binary queer • biocultural anthropologist • archaeologist for hire • folklore • ACAB • BLM • https://t.co/rX6l4toH6P",TRUE,"https://t.co/8DJsSrL5Nz","1331320716751478784",56,0,0,97640,9,898,466,"retweeted","1575991678879793153","Hilarious. Also, frustrating.

I coach folks w ADHD, Autism, &amp; neurodiversity. Every official, systemic, and/or readily compensated support requires layers of additional executive juggling to obtain and use executive function supports and it's fucking exhausting. https://t.co/lgjbyuDSwb","en","171708953"
"88","1576022743380029440","vaultedthewall","RT @driven2drink: Hilarious. Also, frustrating.

I coach folks w ADHD, Autism, &amp; neurodiversity. Every official, systemic, and/or readily c…",FALSE,"24674780","1576022743380029440","2022-10-01T01:34:37.000Z","en",NA,"2009-03-16T10:44:03.000Z",FALSE,"Anxiety🌈Goblin 🅱️L♏","https://pbs.twimg.com/profile_images/1555364242768875520/HYx_LCk8_normal.jpg","Seattle, WA","Kels | Like a travelogue for spiraling down into anxiety and clawing your way back out now, I guess. Also podcasts and pictures of my cat. | Any pronouns.",FALSE,"https://t.co/XgIBqThu5z","1014606967166328832",56,0,0,25199,13,168,193,"retweeted","1575991678879793153","Hilarious. Also, frustrating.

I coach folks w ADHD, Autism, &amp; neurodiversity. Every official, systemic, and/or readily compensated support requires layers of additional executive juggling to obtain and use executive function supports and it's fucking exhausting. https://t.co/lgjbyuDSwb","en","171708953"
"89","1576119744293658624","alexconnerbham","RT @adhdadultuk: Happy #ADHDawarenessmonth everybody.

First announcement of the month. We have started an online community on @discord

If…",FALSE,"4725141880","1576119744293658624","2022-10-01T08:00:04.000Z","en",NA,"2016-01-06T13:40:12.000Z",FALSE,"Alex 'The Psychoeducation Monkey' Conner","https://pbs.twimg.com/profile_images/1605503114915758081/Z2X8NfAI_normal.jpg","UK and Germany. Hin und Her.","Consultant in Science and Health Education, Training and Coaching
National Teaching Fellow
Co-host of The ADHD Adults podcast
Chair: @TheADHDadults
CEO: Estuar",FALSE,"https://t.co/Q0E3NL2NGV","1585904545200472064",4,0,0,7890,16,1959,951,"retweeted","1576114200048697344","Happy #ADHDawarenessmonth everybody.

First announcement of the month. We have started an online community on @discord

If you want to be join in:
https://t.co/I2MWNnZUNS 

#ADHDpodcast #adhdtwitter #Neurodivergent #AdultADHD #TheADHDAdults #ADHDUK #ADD #Neurodiversity","en","1356545831487340545"
"90","1576119728287858689","VanceAdd","👀Take a look at the FREE workshops available to Herts parents and carers next week👀

Register here: https://t.co/pxkgNS3G8Y

#ADDvance #ADHD #autism #neurodiversity
#neurodivergent #hertfordshire #asd #SEN #SEND
#EHCP #PDA #toileting #emotionalliteracy #herts https://t.co/EMumRoSd5N",FALSE,"1224640305628139521","1576119728287858689","2022-10-01T08:00:00.000Z","en",NA,"2020-02-04T10:26:28.000Z",FALSE,"ADD-vance ADHD and Autism Trust","https://pbs.twimg.com/profile_images/1224640471240187904/FE0lmvts_normal.jpg","Hertfordshire","Passionate about understanding, embracing and celebrating neurodiversity",FALSE,"https://t.co/X4abBWMLwZ",NA,1,1,0,990,0,552,430,NA,NA,NA,NA,NA
"91","1576117864519856128","nourishworkplce","RT @theresehoyle: As co editor and author of #BigBookWellbeing it’s been my privilege to work with @Frederika_R @nourishworkplce @rondelle1…",FALSE,"45937133","1576117864519856128","2022-10-01T07:52:36.000Z","en",NA,"2009-06-09T20:36:02.000Z",FALSE,"Nourish the Workplace - Kimberley Evans","https://pbs.twimg.com/profile_images/1426983027595530241/x4enC21S_normal.jpg","Rochester, South East, UK","Helping schools to improve staff wellbeing with surveys, systems and recommendations. Also encouraging you to prioritise your own wellbeing #EdWellbeingGoals",FALSE,"https://t.co/YeDUoUjv9y","1617788841901051904",4,0,0,20035,19,7122,7562,"retweeted","1576115295819026433","As co editor and author of #BigBookWellbeing it’s been my privilege to work with @Frederika_R @nourishworkplce @rondelle10_b and share the wealth of information that our 22 authors have contributed. @nourishworkplce daughter shares a powerful piece on neurodiversity. https://t.co/nOrBZoBnOt","en","61996644"
"92","1576115431433469952","Frederika_R","RT @theresehoyle: As co editor and author of #BigBookWellbeing it’s been my privilege to work with @Frederika_R @nourishworkplce @rondelle1…",FALSE,"281952507","1576115431433469952","2022-10-01T07:42:56.000Z","en",NA,"2011-04-14T09:06:33.000Z",FALSE,"Frederika Roberts | Whole School Wellbeing","https://pbs.twimg.com/profile_images/1460645790142152705/EipInOsZ_normal.jpg","South Yorkshire, UK","#Wellbeing #PositivePsychology #PositiveEducation #WholeSchoolWB | @EduFlourish @FlourishingED| 07984 806651| Agent: @SpeakerInspired 🦩
DMs open.",FALSE,"https://t.co/9wp6FXnvdc",NA,4,0,0,36312,173,4940,4378,"retweeted","1576115295819026433","As co editor and author of #BigBookWellbeing it’s been my privilege to work with @Frederika_R @nourishworkplce @rondelle10_b and share the wealth of information that our 22 authors have contributed. @nourishworkplce daughter shares a powerful piece on neurodiversity. https://t.co/nOrBZoBnOt","en","61996644"
"93","1576115416531103744","edwellcoll","RT @theresehoyle: As co editor and author of #BigBookWellbeing it’s been my privilege to work with @Frederika_R @nourishworkplce @rondelle1…",FALSE,"1284802292160573440","1576115416531103744","2022-10-01T07:42:52.000Z","en",NA,"2020-07-19T10:48:51.000Z",FALSE,"#EdWellColl","https://pbs.twimg.com/profile_images/1284814242076598273/SMC53I3L_normal.jpg",NA,"We are a group of educators, consultants & small business owners passionate about supporting the wellbeing of staff & pupils into the 'new normal' and beyond",FALSE,NA,"1462352595092004864",4,0,0,254,0,432,368,"retweeted","1576115295819026433","As co editor and author of #BigBookWellbeing it’s been my privilege to work with @Frederika_R @nourishworkplce @rondelle10_b and share the wealth of information that our 22 authors have contributed. @nourishworkplce daughter shares a powerful piece on neurodiversity. https://t.co/nOrBZoBnOt","en","61996644"
"94","1576115295819026433","theresehoyle","As co editor and author of #BigBookWellbeing it’s been my privilege to work with @Frederika_R @nourishworkplce @rondelle10_b and share the wealth of information that our 22 authors have contributed. @nourishworkplce daughter shares a powerful piece on neurodiversity. https://t.co/nOrBZoBnOt",FALSE,"61996644","1576115295819026433","2022-10-01T07:42:23.000Z","en",NA,"2009-08-01T08:43:02.000Z",FALSE,"Therese Hoyle","https://pbs.twimg.com/profile_images/1398587448523956226/cu-OC9DO_normal.jpg","Great Malvern, England","Founder of the Positive Playtime and How to be Lunchtime Supervisor Superhero Programmes, Wellbeing Advisor, Founder #EdWellColl, Author, Leadership Coach, PCC",FALSE,"https://t.co/bsGNe8HLck",NA,4,3,0,4340,20,2069,2902,"quoted","1576107935549521921","@branwenjeffreys @Autism The education system is not built for neurodiverse pupils. Every day it is bashing a square peg into a very small round hole.
My 18 yr daughter wrote about her experiences in this book, it should be essential reading for all. 
It doesn't need to this way
 https://t.co/oKimmEVQHF https://t.co/sS3tVI1maN","en","45937133"
"95","1576114460250365952","SusanMadigan3","RT @adhdadultuk: Happy #ADHDawarenessmonth everybody.

First announcement of the month. We have started an online community on @discord

If…",FALSE,"1029652302112673793","1576114460250365952","2022-10-01T07:39:04.000Z","en",NA,"2018-08-15T08:53:33.000Z",FALSE,"Susan Madigan OT","https://pbs.twimg.com/profile_images/1029658269168672768/E8akQSwT_normal.jpg","neurodivergent n.o.s., she/her","Occupational Therapist, DCU. Supporting humans with mental health conditions and the neurodivergent crew do more of what they love. Views my own.",FALSE,"https://t.co/7yY89QCZR6","1507048099658801156",4,0,0,13609,18,3245,4940,"retweeted","1576114200048697344","Happy #ADHDawarenessmonth everybody.

First announcement of the month. We have started an online community on @discord

If you want to be join in:
https://t.co/I2MWNnZUNS 

#ADHDpodcast #adhdtwitter #Neurodivergent #AdultADHD #TheADHDAdults #ADHDUK #ADD #Neurodiversity","en","1356545831487340545"
"96","1576114200048697344","TheADHDadults","Happy #ADHDawarenessmonth everybody.

First announcement of the month. We have started an online community on @discord

If you want to be join in:
https://t.co/I2MWNnZUNS 

#ADHDpodcast #adhdtwitter #Neurodivergent #AdultADHD #TheADHDAdults #ADHDUK #ADD #Neurodiversity",FALSE,"1356545831487340545","1576114200048697344","2022-10-01T07:38:02.000Z","en",NA,"2021-02-02T10:12:01.000Z",FALSE,"TheADHDadults","https://pbs.twimg.com/profile_images/1541310668019843077/tKhgS0Ks_normal.jpg","https://discord.gg/CpXHUk4cp8","Adults with ADHD in the UK: Peer support, coping strategies, research and lobbying. Discord Community Link Below:

Podcast: https://t.co/ZsFkBkZwUZ",FALSE,"https://t.co/UbUhXfTrjJ","1591711224303321090",4,15,1,1714,25,3442,488,NA,NA,NA,NA,NA
"97","1576113509230063617","theresehoyle","RT @Frederika_R: I'm immensely proud to have co-edited #BigBookWellbeing, highlighting many ways in which schools can and should support #w…",FALSE,"61996644","1576113509230063617","2022-10-01T07:35:18.000Z","en",NA,"2009-08-01T08:43:02.000Z",FALSE,"Therese Hoyle","https://pbs.twimg.com/profile_images/1398587448523956226/cu-OC9DO_normal.jpg","Great Malvern, England","Founder of the Positive Playtime and How to be Lunchtime Supervisor Superhero Programmes, Wellbeing Advisor, Founder #EdWellColl, Author, Leadership Coach, PCC",FALSE,"https://t.co/bsGNe8HLck",NA,4,0,0,4340,20,2069,2902,"retweeted","1576109081173327873","I'm immensely proud to have co-edited #BigBookWellbeing, highlighting many ways in which schools can and should support #wellbeing for all (and there are schools that already do this brilliantly!). #Neurodiversity is just one of the many important topics covered. @SAGEeducation https://t.co/yVyzAGmniE","en","281952507"
"98","1576113247153180672","nourishworkplce","RT @Frederika_R: I'm immensely proud to have co-edited #BigBookWellbeing, highlighting many ways in which schools can and should support #w…",FALSE,"45937133","1576113247153180672","2022-10-01T07:34:15.000Z","en",NA,"2009-06-09T20:36:02.000Z",FALSE,"Nourish the Workplace - Kimberley Evans","https://pbs.twimg.com/profile_images/1426983027595530241/x4enC21S_normal.jpg","Rochester, South East, UK","Helping schools to improve staff wellbeing with surveys, systems and recommendations. Also encouraging you to prioritise your own wellbeing #EdWellbeingGoals",FALSE,"https://t.co/YeDUoUjv9y","1617788841901051904",4,0,0,20035,19,7122,7562,"retweeted","1576109081173327873","I'm immensely proud to have co-edited #BigBookWellbeing, highlighting many ways in which schools can and should support #wellbeing for all (and there are schools that already do this brilliantly!). #Neurodiversity is just one of the many important topics covered. @SAGEeducation https://t.co/yVyzAGmniE","en","281952507"
"99","1576112682633089024","Lianne_ENABLE","RT @ScotRail: 1 in 10 Scots are neurodivergent. That’s why we’ve invited Enable Works to hold a session for our leaders about neurodiversit…",FALSE,"791369337261158400","1576112682633089024","2022-10-01T07:32:00.000Z","en",NA,"2016-10-26T20:02:07.000Z",FALSE,"Lianne_ENABLE","https://pbs.twimg.com/profile_images/1522681379280068610/LfcI06OP_normal.jpg","Edinburgh, United Kingdom","Depute Director - ENABLE Works 
                   Trustee - Scottish Union of Supported Employment (SUSE)",FALSE,"https://t.co/hLgTamjVBz","1365291177315041280",15,0,0,602,4,676,333,"retweeted","1575880399170859008","1 in 10 Scots are neurodivergent. That’s why we’ve invited Enable Works to hold a session for our leaders about neurodiversity, and what we can all do to understand and support colleagues and customers who are neurodiverse. #NationalInclusionWeek2022 @ENABLEScotland https://t.co/wEA1w7yvFt","en","61569136"
"100","1576112072458645504","mindtheflap","when someone suggests that the concept of neurodiversity means getting rid of individual neurodevelopmental diagnoses entirely and the QI klaxon goes off in my head https://t.co/ipct8pCbZS",FALSE,"823407252","1576112072458645504","2022-10-01T07:29:35.000Z","en",NA,"2012-09-14T14:39:18.000Z",FALSE,"Georgia Harper","https://pbs.twimg.com/profile_images/1477025657657958401/yqou732z_normal.jpg","London","Policy Manager @Autistica. Autistic. Tweets about trains, Doctor Who, Muse, Bastille, Royal Blood, weather woes and sometimes even autism. Views my own. She/Her",FALSE,"https://t.co/PQCBtKsBEd","1172789010118381568",1,5,0,25867,20,4424,1037,"quoted","1574156849124876291","MISCONCEPTION BUZZED https://t.co/ECW2YFS9G2","en","1134268992573575175"
"101","1576111292414238720","Lisajanep01","RT @MyFamilyCoachUK: What is ADHD? Why do some children with ADHD also have anxiety? How can you help? 
Join expert Dr Clare Conlon (Insta:…",FALSE,"297963264","1576111292414238720","2022-10-01T07:26:29.000Z","en",NA,"2011-05-13T12:36:38.000Z",FALSE,"Lisa Robinson","https://pbs.twimg.com/profile_images/1592395768123559943/9RH3Hphz_normal.jpg","Southend, England","Education, marketing and gin, all things close to my heart!",FALSE,NA,NA,3,0,0,294,1,86,610,"retweeted","1576105193560743936","What is ADHD? Why do some children with ADHD also have anxiety? How can you help? 
Join expert Dr Clare Conlon (Insta: @thecaterpillarclinic) as she discusses ADHD and anxiety with @change_Beh. Perfect for parents and professionals. https://t.co/IokzQD1sMw.
#edutwitter #ADHD https://t.co/SAs3If4Lcp","en","1506933455829061633"
"102","1576109081173327873","Frederika_R","I'm immensely proud to have co-edited #BigBookWellbeing, highlighting many ways in which schools can and should support #wellbeing for all (and there are schools that already do this brilliantly!). #Neurodiversity is just one of the many important topics covered. @SAGEeducation https://t.co/yVyzAGmniE",FALSE,"281952507","1576109081173327873","2022-10-01T07:17:42.000Z","en",NA,"2011-04-14T09:06:33.000Z",FALSE,"Frederika Roberts | Whole School Wellbeing","https://pbs.twimg.com/profile_images/1460645790142152705/EipInOsZ_normal.jpg","South Yorkshire, UK","#Wellbeing #PositivePsychology #PositiveEducation #WholeSchoolWB | @EduFlourish @FlourishingED| 07984 806651| Agent: @SpeakerInspired 🦩
DMs open.",FALSE,"https://t.co/9wp6FXnvdc",NA,4,5,0,36312,173,4940,4378,"quoted","1576107935549521921","@branwenjeffreys @Autism The education system is not built for neurodiverse pupils. Every day it is bashing a square peg into a very small round hole.
My 18 yr daughter wrote about her experiences in this book, it should be essential reading for all. 
It doesn't need to this way
 https://t.co/oKimmEVQHF https://t.co/sS3tVI1maN","en","45937133"
"103","1576109067290161152","chattachris","RT @MyFamilyCoachUK: What is ADHD? Why do some children with ADHD also have anxiety? How can you help? 
Join expert Dr Clare Conlon (Insta:…",FALSE,"585043423","1576109067290161152","2022-10-01T07:17:38.000Z","en",NA,"2012-05-19T19:40:27.000Z",FALSE,"Chris Williams","https://pbs.twimg.com/profile_images/1504348668941459457/U_bhozbT_normal.jpg","UK","founder of Chatta: teach everything through talk and pictures #inclusion #oracy #earlyyears #send #writing #vocabulary #workingmemory #eal #eyfs #ks1 #ks2",FALSE,"https://t.co/LXMPlcrpAt","1582044109187207169",3,0,0,8907,91,4876,4552,"retweeted","1576105193560743936","What is ADHD? Why do some children with ADHD also have anxiety? How can you help? 
Join expert Dr Clare Conlon (Insta: @thecaterpillarclinic) as she discusses ADHD and anxiety with @change_Beh. Perfect for parents and professionals. https://t.co/IokzQD1sMw.
#edutwitter #ADHD https://t.co/SAs3If4Lcp","en","1506933455829061633"
"104","1576108786959364096","change_Beh","RT @MyFamilyCoachUK: What is ADHD? Why do some children with ADHD also have anxiety? How can you help? 
Join expert Dr Clare Conlon (Insta:…",FALSE,"826734674961629185","1576108786959364096","2022-10-01T07:16:32.000Z","en",NA,"2017-02-01T10:11:21.000Z",FALSE,"Clare Edmondson","https://pbs.twimg.com/profile_images/1468435552567451648/W0YvsLDj_normal.jpg","Devonia","Teacher and leader: behaviour specialist. @myfamilycoach podcast host. https://t.co/mLvxTuVhQr. she/her. 🏳️‍🌈 Proud. Fitness nerd.",FALSE,"https://t.co/yogWdmQ54l","1582816043852255232",3,0,0,4024,5,1680,1747,"retweeted","1576105193560743936","What is ADHD? Why do some children with ADHD also have anxiety? How can you help? 
Join expert Dr Clare Conlon (Insta: @thecaterpillarclinic) as she discusses ADHD and anxiety with @change_Beh. Perfect for parents and professionals. https://t.co/IokzQD1sMw.
#edutwitter #ADHD https://t.co/SAs3If4Lcp","en","1506933455829061633"
"105","1576108185219260416","DPASecretary","RT @DisabledPolAssn: Check out @npaa_uk -Has over 2000 members . Free membership includes access to the Police Neurodiversity Forum and a s…",FALSE,"1532394149131042817","1576108185219260416","2022-10-01T07:14:08.000Z","en",NA,"2022-06-02T16:11:35.000Z",FALSE,"DPA National Secretary- Cal Cuerden","https://pbs.twimg.com/profile_images/1532642593699397633/U2DBV1RR_normal.jpg",NA,"Proud to be National Secretary to Disabled Police Association.
Police officer
Disability/ Carers advocate
Enthusiastic gardener who means well, achieves little",FALSE,"https://t.co/8l90WR83NM",NA,8,0,0,195,0,110,320,"retweeted","1575492348041043971","Check out @npaa_uk -Has over 2000 members . Free membership includes access to the Police Neurodiversity Forum and a safe space to share. Being diagnosed later in life is common ! (JA) #DIP22","en","3001245959"
"106","1576107955141111808","ZacMader","RT @DisabledPolAssn: Check out @npaa_uk -Has over 2000 members . Free membership includes access to the Police Neurodiversity Forum and a s…",FALSE,"357744867","1576107955141111808","2022-10-01T07:13:13.000Z","en",NA,"2011-08-18T20:57:07.000Z",FALSE,"zac mader","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,"",FALSE,NA,NA,8,0,0,6749,2,257,175,"retweeted","1575492348041043971","Check out @npaa_uk -Has over 2000 members . Free membership includes access to the Police Neurodiversity Forum and a safe space to share. Being diagnosed later in life is common ! (JA) #DIP22","en","3001245959"
"107","1576107645550723072","animoller","RT @jaime_a_heidel: Rising ADHD diagnosis rates for women are not a trend, it’s healthcare playing catch-up: https://t.co/VDNauMfELN @theip…",FALSE,"196930307","1576107645550723072","2022-10-01T07:12:00.000Z","en",NA,"2010-09-30T07:16:04.000Z",FALSE,"Professional Audie","https://pbs.twimg.com/profile_images/1544636660553760769/cPhv3JvS_normal.jpg","Naarm, Kulin Nation","Business Transformation Consultant & Neurodivergent Coach, #ActuallyAutistic #ADHD #AuDHD🌈🌻",FALSE,"https://t.co/PqLRMGOVsy","1610584081775067136",22,0,0,7444,40,1572,1228,"retweeted","1575889968551059458","Rising ADHD diagnosis rates for women are not a trend, it’s healthcare playing catch-up: https://t.co/VDNauMfELN @theipaper #ADHD #neurodivergent #neurodiversity Please RT https://t.co/UeBZwC1rg1","en","1266072995673575424"
