"","tweet_id","user_username","text","possibly_sensitive","author_id","conversation_id","created_at","lang","in_reply_to_user_id","user_created_at","user_protected","user_name","user_profile_image_url","user_location","user_description","user_verified","user_pinned_tweet_id","user_url","retweet_count","like_count","quote_count","user_tweet_count","user_list_count","user_followers_count","user_following_count","sourcetweet_type","sourcetweet_id","sourcetweet_text","sourcetweet_lang","sourcetweet_author_id"
"67","1477178713833984000","DrWPB","RT @profamandakirby: Happy New Year to one and all.
Join me in embracing neurodiversity in 2022 and together we can make a difference. http…",FALSE,"2236918032","1477178713833984000","2022-01-01T07:23:44.000Z","en",NA,"2013-12-09T03:08:41.000Z",FALSE,"Dr WP Baskets🇺🇦🐶💙 🐎🌳📚🐝🐞🦋🌹ADHDDisslexia.","https://pbs.twimg.com/profile_images/587264095734407168/5YYNjD88_normal.jpg","Fern Hill, Llareggub.","Nothing without Labor.
🇪🇺
An RT is not necessarily or always, a definite indication of approval.
#DetestableTories #EnoughisEnough",FALSE,"1421833628145930250",NA,12,0,0,34203,0,415,1087,"retweeted","1477173242771083264","Happy New Year to one and all.
Join me in embracing neurodiversity in 2022 and together we can make a difference. https://t.co/fG8Rbt5li2","en","88743145"
"68","1477178530068848641","MentalHealthBo5","RT @Kelly_Friesen: Happy New Year from my home to yours!

#happynewyear #2022 

#shiftrenewsucceed #goals  #neurocoaching #coach #neuro #ne…",FALSE,"1306136273782935553","1477178530068848641","2022-01-01T07:23:00.000Z","en",NA,"2020-09-16T07:42:30.000Z",FALSE,"Mental Health Bot","https://pbs.twimg.com/profile_images/1306136706307878912/8azO5BCU_normal.jpg",NA,"A friendly bot that re/tweets (infrequently) about #MentalHealth and shares stories of struggle, support, growth, recovery, and small wins everyday.",FALSE,"1418602901107208192",NA,2,0,0,603694,77,14570,107,"retweeted","1477092641594646529","Happy New Year from my home to yours!

#happynewyear #2022 

#shiftrenewsucceed #goals  #neurocoaching #coach #neuro #neurodiversity #personaldevelopment #professionaldevelopment #neuroscience #faith #onlinecoaching #brain #brainhealth #mentalhealth #neurocoach #restoration https://t.co/WVdy23E4bV","en","138770200"
"69","1477178508120137728","AleeniaAndruz","RT @Kelly_Friesen: Happy New Year from my home to yours!

#happynewyear #2022 

#shiftrenewsucceed #goals  #neurocoaching #coach #neuro #ne…",FALSE,"1244860580780859392","1477178508120137728","2022-01-01T07:22:55.000Z","en",NA,"2020-03-31T05:34:32.000Z",FALSE,"AleeniaAndruz","https://pbs.twimg.com/profile_images/1244862762422923265/LHIbdujt_normal.jpg",NA,"",FALSE,NA,"https://t.co/0isqCMnrs5",2,0,0,16693,2,265,67,"retweeted","1477092641594646529","Happy New Year from my home to yours!

#happynewyear #2022 

#shiftrenewsucceed #goals  #neurocoaching #coach #neuro #neurodiversity #personaldevelopment #professionaldevelopment #neuroscience #faith #onlinecoaching #brain #brainhealth #mentalhealth #neurocoach #restoration https://t.co/WVdy23E4bV","en","138770200"
"70","1477177302463262724","MentalHealthBo5","RT @ADHDandCPTSD: #ADHD #Mentalhealth #mentalhealthsupport #MentalHealthPH #MentalHealthMatters #MentalHealthAwareness #WOMENADHD #Neurodiv…",FALSE,"1306136273782935553","1477177302463262724","2022-01-01T07:18:08.000Z","en",NA,"2020-09-16T07:42:30.000Z",FALSE,"Mental Health Bot","https://pbs.twimg.com/profile_images/1306136706307878912/8azO5BCU_normal.jpg",NA,"A friendly bot that re/tweets (infrequently) about #MentalHealth and shares stories of struggle, support, growth, recovery, and small wins everyday.",FALSE,"1418602901107208192",NA,1,0,0,603694,77,14570,107,"retweeted","1477177280304615427","#ADHD #Mentalhealth #mentalhealthsupport #MentalHealthPH #MentalHealthMatters #MentalHealthAwareness #WOMENADHD #Neurodiversity 

https://t.co/PhoTzaW0ZC

New episode is available!","en","1436777038719844352"
"71","1477177280304615427","ADHDandCPTSD","#ADHD #Mentalhealth #mentalhealthsupport #MentalHealthPH #MentalHealthMatters #MentalHealthAwareness #WOMENADHD #Neurodiversity 

https://t.co/PhoTzaW0ZC

New episode is available!",FALSE,"1436777038719844352","1477177280304615427","2022-01-01T07:18:02.000Z","en",NA,"2021-09-11T19:42:06.000Z",FALSE,"Living with ADHD and CPTSD","https://pbs.twimg.com/profile_images/1564304500911149056/SY__xlT5_normal.jpg","Edmonton, Alberta","Podcast about living with #ADHD and #CPTSD - Diagnosed Inattentive ADHD.  an Advocate for #ADHD and #CPTSD - https://t.co/jVRUWwTJlx - on Apple Podcasts!",FALSE,"1627497686483218433","https://t.co/CFQep3R4QO",1,0,0,3384,12,1080,844,NA,NA,NA,NA,NA
"72","1477176253031620608","Mylksix","For a neurodiversity with a main staple being unable to focus, call me crazy, but 'just focus on the task lol' might not be top tier advice... https://t.co/3nmGlxMtA0",FALSE,"903820837844914178","1477176253031620608","2022-01-01T07:13:57.000Z","en",NA,"2017-09-02T03:24:14.000Z",FALSE,"✧˖˚ Mylk 🌌❄ New Design Pinned! ˚˖✧","https://pbs.twimg.com/profile_images/1599501440489234432/ebL2Q5sj_normal.jpg","Mylk#1621 | they/she","🐷👑 🎗 #ENVtuber | keyboard cat and osu! addict | ママ: @da3iann pfp: @tessaunderscore | Writer for @VT_Obituaries | 🎨 #MylkSketch",FALSE,"1546977703307317249","https://t.co/tZQPZ9oxVk",0,3,0,6988,11,597,1838,NA,NA,NA,NA,NA
"73","1477176118788509696","SamanthaZeitlin","RT @mykola: In about 15 years there's going to be a wave of students doing Neurodiversity Studies in college. It's going to be as big as fe…",FALSE,"81036364","1477176118788509696","2022-01-01T07:13:25.000Z","en",NA,"2009-10-09T05:31:41.000Z",FALSE,"Dr. Samantha Zeitlin","https://pbs.twimg.com/profile_images/462998543/Photo_16_normal.jpg","San Francisco, CA","PhD in Biochemistry and Cell Biology. Dilettante. Data scientist. Pythonista. Aikidoka. Yogi.",FALSE,"1018197981390987264","https://t.co/NN6V9Lo9kT",213,0,0,57635,171,1938,2050,"retweeted","1465021469579223044","In about 15 years there's going to be a wave of students doing Neurodiversity Studies in college. It's going to be as big as feminism or queer studies -- you'll have ND History majors, ND Anthropology majors, English Majors with an Emphasis on ND Readings of Modernist Fiction etc","en","5614412"
"74","1477173225742233602","dewnahq","RT @mykola: @_mattie @taylorsschumann Thanks for the tag — I just recently wrote this!

https://t.co/Kgl4IgsFNv",FALSE,"1471315918462459908","1477173225742233602","2022-01-01T07:01:56.000Z","en",NA,"2021-12-16T03:07:21.000Z",FALSE,"🎃🎃🎃🎃🎃I Stand With Dr. Uju Anya ♿🕷️🕸️🍁🍂","https://pbs.twimg.com/profile_images/1520154260696010752/W3QqNNTA_normal.jpg",NA,"I make attempts. #StopHavingKids #MasksSaveLives #CovidIsAirborne #CovidIsNotOver",FALSE,"1582590359195959296",NA,2,0,0,50270,5,617,2782,"retweeted","1476957802161750029","@_mattie @taylorsschumann Thanks for the tag — I just recently wrote this!

https://t.co/Kgl4IgsFNv","en","5614412"
"75","1477170436584652803","andrewmorrisuk","RT @tthedivinefem: Diaries of a neurodivergent adulthood:
Después de un quick panic attack, ya se calmaron mis vecinos y dejaron los petard…",FALSE,"2358562603","1477170436584652803","2022-01-01T06:50:51.000Z","es",NA,"2014-02-23T21:58:16.000Z",FALSE,"Andrew Morris","https://pbs.twimg.com/profile_images/1526832446402084864/AB6LX2Bg_normal.jpg","Bedford","Passionate about how IT solutions can bring positive value to our business and personal lives. Proud #autisticparent. Son of a parent with #dementia",FALSE,NA,NA,1,0,0,704587,329,16149,1713,"retweeted","1477169765466705920","Diaries of a neurodivergent adulthood:
Después de un quick panic attack, ya se calmaron mis vecinos y dejaron los petardos por la paz. Luego porque nunca les saludo...
I'm done with holidays. #Neurodivergent
#neurodiversity 
#AutismAwareness","es","1368971164484308992"
"76","1477169765466705920","andreasharmaa","Diaries of a neurodivergent adulthood:
Después de un quick panic attack, ya se calmaron mis vecinos y dejaron los petardos por la paz. Luego porque nunca les saludo...
I'm done with holidays. #Neurodivergent
#neurodiversity 
#AutismAwareness",FALSE,"1368971164484308992","1477169765466705920","2022-01-01T06:48:11.000Z","es",NA,"2021-03-08T17:05:57.000Z",FALSE,"Andrea","https://pbs.twimg.com/profile_images/1623060427578961928/1fV0IHjA_normal.jpg","United Arab Emirates","Irreverent thoughts and coffee with milk 

Politologist I Environmental journalist            
 
Founder @oceanids_org 🌿",FALSE,"1613732880315826179",NA,1,1,0,597,0,82,521,NA,NA,NA,NA,NA
"77","1477160067006808064","grumpyjcanuck","@JamesGunn @hbomax @DCpeacemaker Between Drax, Mantis, and (maybe?) Peacemaker, I feel like you're one of the few filmmakers who acknowledges and celebrates neurodiversity. Thank you ❤",FALSE,"912906875615707137","1477142698406850566","2022-01-01T06:09:38.000Z","en","14982315","2017-09-27T05:08:54.000Z",FALSE,"Cellarmaster Grumpy J","https://pbs.twimg.com/profile_images/1437595441370042370/zjpAOrpV_normal.jpg","British Columbia by way of Ont","30 something Canadian, lefty, LGBTQ+, polyam, he/him, curler, bottler of wine",FALSE,NA,NA,0,3,0,2000,0,36,134,NA,NA,NA,NA,NA
"78","1477159166624116737","thecoinhunter","Neurodivergence: Provoking a New Mind Sight - via @smedian_network #ArtificialIntelligence #Neurodiversity #Neuroscience #Humanity https://t.co/nr63mFnjL2",FALSE,"16370014","1477159166624116737","2022-01-01T06:06:04.000Z","en",NA,"2008-09-19T20:46:51.000Z",FALSE,"Joanna Strom","https://pbs.twimg.com/profile_images/94184237/smallertreasuremap_normal.jpg","Texas, USA","Thought Leader/Writer/Creative",FALSE,"742264844695408640","https://t.co/t94bWVWGSr",0,0,0,27958,86,1158,4894,NA,NA,NA,NA,NA
"79","1477157997034020871","ZetetickHousing","Volunteers - charity trustees meeting in the 'new normal'

Our charity trustees met for their quarterly board meeting by video conference on Tuesday night, the 'new normal' way https://t.co/kBgSOTaAfe #supportedliving #learningdisabilities #inclusion #neurodiversity #autismlove",FALSE,"1168462397142700032","1477157997034020871","2022-01-01T06:01:25.000Z","en",NA,"2019-09-02T09:56:11.000Z",FALSE,"Zetetick Housing","https://pbs.twimg.com/profile_images/1428364675536748558/_6Z1v7mx_normal.jpg","London, Sussex, Surrey, Kent","A #progressive charity providing #supportedhousing  for adults with #learningdisabilities, #autism, & MH issues in South London & The South East.",FALSE,"1534863501717643271","https://t.co/2r97JfZOHI",0,1,0,4352,2,468,1371,NA,NA,NA,NA,NA
"80","1477151648644481028","JenniAgitator","@HDCCM1 @RachnaHeizer Why wouldn’t a school board member attending a summit on Neurodiversity be good for neurodivergent students? This is precisely what I’d like my tax dollars to cover as a neurodivergent myself w/2 ND children.",FALSE,"552792473","1457377363516399620","2022-01-01T05:36:11.000Z","en","1361162189294497796","2012-04-13T15:39:41.000Z",FALSE,"Jennifer Litton Tidd","https://pbs.twimg.com/profile_images/1576717562964054016/PWUaoXS2_normal.jpg","Fairfax County, Virginia, USA","Co-founder Neurodivergent Liberation Coalition; I’m ADHD & Dyslexic, a disability rights advocate, writer & citizen lobbyist. #AgitateAgitateAgitate ~FDouglass",FALSE,"1629610982640156672","https://t.co/IvFrh5j2Lz",0,0,0,62139,30,4891,4987,NA,NA,NA,NA,NA
"81","1477312438966140935","cat_cpht","RT @MrADHDgames: Happy new year friends! This past year has had plenty of ups and downs. As we push into a new year, make sure you take tim…",FALSE,"834954528822808576","1477312438966140935","2022-01-01T16:15:07.000Z","en",NA,"2017-02-24T02:34:07.000Z",FALSE,"AuDHD Cat Mom CPhT","https://pbs.twimg.com/profile_images/1335000218090270721/aY3E6lR8_normal.jpg","Texas, USA","25ll Autistic ll ADHD ll A.S. Psy ll hospital pharm ll tweets do not represent my employer #endthestigma",FALSE,"1258886704745926656",NA,3,0,0,16696,2,719,628,"retweeted","1477310421057089536","Happy new year friends! This past year has had plenty of ups and downs. As we push into a new year, make sure you take time for mental health, positive environments, and supportive people. #adhd #adhdtwitter #askadhd #Neurodiversity #mentalhealth","en","1425087316780068885"
"82","1477311905320644608","AskADHD","RT @MrADHDgames: Happy new year friends! This past year has had plenty of ups and downs. As we push into a new year, make sure you take tim…",FALSE,"1249961238815076352","1477311905320644608","2022-01-01T16:13:00.000Z","en",NA,"2020-04-14T07:22:53.000Z",FALSE,"Ask ADHD","https://pbs.twimg.com/profile_images/1249962179257708550/CmdfMWMN_normal.jpg",NA,"Retweets #AskADHD #AskingADHD

For #ADHD #DREADpirate  #TeamADHD #neurodiversesquad
Cover Photo by @ADHD_Alien

Inspired by @AskingAutistics #AskingAutistics",FALSE,"1433081549604278275",NA,3,0,0,15660,272,25735,34,"retweeted","1477310421057089536","Happy new year friends! This past year has had plenty of ups and downs. As we push into a new year, make sure you take time for mental health, positive environments, and supportive people. #adhd #adhdtwitter #askadhd #Neurodiversity #mentalhealth","en","1425087316780068885"
"83","1477310421057089536","MrADHDgames","Happy new year friends! This past year has had plenty of ups and downs. As we push into a new year, make sure you take time for mental health, positive environments, and supportive people. #adhd #adhdtwitter #askadhd #Neurodiversity #mentalhealth",FALSE,"1425087316780068885","1477310421057089536","2022-01-01T16:07:06.000Z","en",NA,"2021-08-10T13:36:38.000Z",FALSE,"MrADHDgames","https://pbs.twimg.com/profile_images/1453097357235662854/BfgAJK90_normal.jpg","Tennessee","Streamer w/ADHD. Playing games and talking about #ADHD every Tuesday and Thursday 7:30-10:30 PM (ET) on Twitch. Working hard to build non-toxic gaming culture",FALSE,NA,"https://t.co/gEHHg0WKhf",3,10,0,707,3,290,67,NA,NA,NA,NA,NA
"84","1477306693042282502","WarMonkLaurent","@forsythluvr69 The absolutely neurodiversity of Forsyth Fire Emblem",FALSE,"236364346","1477305045263790083","2022-01-01T15:52:17.000Z","en","989232858077257730","2011-01-10T12:21:48.000Z",FALSE,"Green Prosciutto Propaganda","https://pbs.twimg.com/profile_images/1625214718045462532/kMNlBD6i_normal.jpg","Pretty Inactive","Emma - 30⬆️ - Hobby Artist - she/her - Queer 🏳️‍🌈 - Video Games - TTRPG - Trans Rights - Mental Health. No Minors. Comms: No.",FALSE,"1551235052322885636","https://t.co/WOoenICcXS",0,1,0,68296,52,428,307,NA,NA,NA,NA,NA
"85","1477305682701467652","neuroteachers","@curtaindsleep @TTRadio2022 Hi Alex, I’d be able to help you talk about Neurodiversity. DM me if you are interested",FALSE,"1320696770058457088","1477278678962909184","2022-01-01T15:48:16.000Z","en","1362685883703562242","2020-10-26T12:00:40.000Z",FALSE,"Neuroteachers","https://pbs.twimg.com/profile_images/1447197633987158019/MYlZHtlM_normal.jpg","Cardiff, Wales","Catrina Lowri (she/her) Teaching Director, #inclusion #Autistic learners, ND teacher, #dyslexic #bipolar, seeking alternatives to exclusion/ persistent absence",FALSE,"1518937199139565570","https://t.co/8pJgz0Kwwv",0,0,0,12582,25,5936,2584,NA,NA,NA,NA,NA
"86","1477303930359058435","alexissTyler","#Covid_19 #COVID19 #covidvariant #OmicronVariant #Omicron #rsd #adhd #NeurodiverseSquad #Neurodiversity #chrispratt #mcu #Marvel #2022NewYear #2022Goals https://t.co/Op21nLh1S9",FALSE,"1125476082692521985","1477303930359058435","2022-01-01T15:41:18.000Z","qht",NA,"2019-05-06T19:03:03.000Z",FALSE,"Lex | American Writer","https://pbs.twimg.com/profile_images/1577241518473187328/7-7zzrvN_normal.jpg","Nevermore","I don’t check my DMs. 🫶🏾 Writer | Influencer Tips | Movie Reviews | Content Creator: https://t.co/S3M5FsCtza | She/Her 🛍️ Tweets contain affiliate links",FALSE,"1627810672284168192","https://t.co/Kdv1vonqzZ",0,1,0,80559,30,12139,11123,"quoted","1477303427013169154","Good Morning and #Happy2022 🤍 I made one https://t.co/bfhfv3eeMf","en","1125476082692521985"
"87","1477303708392337411","SafeSENCOSaeed","@curtaindsleep @TabitaSurge @MsJasmineMN @TLanokia @DanielBundred @neuroteachers - see Alex's posts above☝👍 #Neurodiversity",FALSE,"1459912285573505030","1477278678962909184","2022-01-01T15:40:25.000Z","en","1362685883703562242","2021-11-14T15:53:15.000Z",FALSE,"Miss Saeed","https://pbs.twimg.com/profile_images/1508896106297626633/_6qjwPr8_normal.jpg","Birmingham, England","Secondary SLT & Teacher. Passionate about Safeguarding, SEND & Inclusion. Love to read & pray. Proud aunt❤
All views = my own.
RTs/follows ≠ endorsements.",FALSE,"1492220341074251786",NA,0,1,0,30182,11,4356,1189,NA,NA,NA,NA,NA
"88","1477303602054062082","DisabledSocial1","Rearranging my brain to get past my self harm nonsense.

Self care: flesh vessel maintenance Housework: docking station maintenance 
Pet and plant care: crew facility maintenance

#ndsquad #adhdautism #bpd #Neurodivergent #Neurodiversity",FALSE,"1313228793704742915","1477303602054062082","2022-01-01T15:40:00.000Z","en",NA,"2020-10-05T21:25:27.000Z",FALSE,"#DontPay #EnoughIsEnough","https://pbs.twimg.com/profile_images/1563113730132639744/Yr4cgYRU_normal.jpg","United Kingdom","Disabled, Socialist, vegan, LGBTQ+, wlw, Intersectional Feminist, She/Her.",FALSE,"1576169881988665345",NA,0,0,0,9666,1,399,849,NA,NA,NA,NA,NA
"89","1477303389033832460","mekeyahm","Extremely excited about this event. I am most looking forward to the panel discussion on neurodiversity and UX content. #words2022

✍🏽 Check out this fantastic event for writers in tech: https://t.co/arzFnE7gi6 https://t.co/7KJXO0fKo7",FALSE,"1390308769301766144","1477303389033832460","2022-01-01T15:39:09.000Z","en",NA,"2021-05-06T14:27:23.000Z",FALSE,"mekeyah 🍓","https://pbs.twimg.com/profile_images/1598468160566439936/GfXvh4mF_normal.jpg","Los Angeles, CA","she • her / content designer + ux writer 🌳 / k-pop fangirl 🔮 / gamer 🎮",FALSE,"1561098300580777984","https://t.co/IhaDyaSce6",1,4,0,941,1,61,206,"quoted","1477260818010062854","In March, WORDS by @uxsalon is going down! As a co-host, panel mastermind and speaker together with many awesome peers, I'm giving away 5 tickets. All you have to do is make some tweety sounds and retweet your favourite talk on the agenda, using #words2022
https://t.co/M0Ktg3yFhM https://t.co/WmVmVWX4qv","en","1269294716"
"90","1477301026684346372","dlhampton","RT @LauraKerbey: If you are still considering your New Years Resolutions, then please let one be that that you will always acknowledge the…",FALSE,"16275858","1477301026684346372","2022-01-01T15:29:46.000Z","en",NA,"2008-09-13T20:44:54.000Z",FALSE,"Debbie Hampton","https://pbs.twimg.com/profile_images/1370832590450651136/rcmhTJ8B_normal.jpg","Greensboro, NC","I discovered that u can change ur life & #brain by changing ur thoughts while recovering from #braininjury #suicide attempt. Free download https://t.co/tyIY9h1bxB",FALSE,"1624399124257812481","http://t.co/8JvCZqFA2x",10,0,0,296104,564,10744,6631,"retweeted","1476857267861573632","If you are still considering your New Years Resolutions, then please let one be that that you will always acknowledge the huge efforts that neurodivegent individuals go to every day, just to achieve the things that look “simple” to others.  #Neurodiversity #ADHD #autism #PDA https://t.co/xwtoVPfXYj","en","2543264126"
"91","1477300611913850882","SupernovaMomma","My classes have a focus on Black AND/OR Neurodiverse families bc that’s what I know, study &amp; experience. However, they are for anyone. Just be prepared to discuss parenting disparities in racism ableism, &amp; sexism. I have a day on reparenting yourself, another on Neurodiversity",FALSE,"1581548168","1477297682783907842","2022-01-01T15:28:07.000Z","en","1581548168","2013-07-09T22:04:38.000Z",FALSE,"Supernova Momma","https://pbs.twimg.com/profile_images/1602466749206642688/UkyyUqRh_normal.jpg","Atlanta, GA","1/2 of @BlkparentHood; Certified Positive Discipline Educator; Autistic. Featured on @11Alive, @parentsmagazine supernovamomma@gmail.com",FALSE,"1628456894481178624","https://t.co/m5dcnPeylz",1,10,0,290660,200,48372,1962,NA,NA,NA,NA,NA
"92","1477300038187597824","SallyBourliakas","@BeeJ_JJ @NeuroRebel :)
Don’t you wish there was a single diagnostician?
Neurodiversity specialists not one for dyslexia one for ADHD one for Autism.
We spent months out of our lives seeing different people for different conditions.
One specialist then many therapists, in each need, trained instead?",FALSE,"737585496","1473128667706531840","2022-01-01T15:25:50.000Z","en","1470745300839116800","2012-08-04T23:11:37.000Z",FALSE,"Sally Bourliakas 💙","https://pbs.twimg.com/profile_images/1455016493536718856/QOcI8GAF_normal.jpg","Bicester England","Covid is Airborne wear FFP2/3 masks! Air filtration needed in schools & workplaces now! Mum, scientist, Sci-Fi reader, PS3 geek Labmonkey16@mastodonapp.uk",FALSE,"1523276528590946317",NA,0,0,0,70407,7,1364,935,NA,NA,NA,NA,NA
"93","1477294875322294272","JASteel","A Happy New Year 2022 is in order methinks!!! That is all - party on!!! #Happy2022 as a reminder #backtoschool on Monday!!! #homework #nostatsarethebeststats #dyscalculia #Neurodiversity",FALSE,"23064727","1477294875322294272","2022-01-01T15:05:19.000Z","en",NA,"2009-03-06T13:47:47.000Z",FALSE,"J.A. Steel","https://pbs.twimg.com/profile_images/929124293048524800/8ZfNwPBo_normal.jpg","Where my passport says...","Warrior. Poet. Doctoral student. Sometimes filmmaker. Systems Designer. MBA.",TRUE,NA,"https://t.co/KacQtnqHNh",0,1,0,12830,0,8975,582,NA,NA,NA,NA,NA
"94","1477294741955878918","veeragopalk","RT @LauraKerbey: If you are still considering your New Years Resolutions, then please let one be that that you will always acknowledge the…",FALSE,"226987714","1477294741955878918","2022-01-01T15:04:47.000Z","en",NA,"2010-12-15T16:20:13.000Z",FALSE,"Veeragopal kamarapu","https://pbs.twimg.com/profile_images/738418739943755778/Y8YunLa__normal.jpg",NA,"",FALSE,NA,NA,10,0,0,30724,25,151,129,"retweeted","1476857267861573632","If you are still considering your New Years Resolutions, then please let one be that that you will always acknowledge the huge efforts that neurodivegent individuals go to every day, just to achieve the things that look “simple” to others.  #Neurodiversity #ADHD #autism #PDA https://t.co/xwtoVPfXYj","en","2543264126"
"95","1477294180196044804","JWBFaoladh","#Autism  #ADHD  #Neurodiversity #quotestoliveby #acceptance https://t.co/SIV92dfSwm",FALSE,"1434424315223678979","1477294180196044804","2022-01-01T15:02:34.000Z","qme",NA,"2021-09-05T07:53:26.000Z",FALSE,"Jay 😈🐺🦇🎃🎶⚰🎬🕯🌹🚀🌒","https://pbs.twimg.com/profile_images/1626612026977013761/0X6-KLqQ_normal.jpg","earth ","MOVIES /HORROR /SCI-FI ,Werewolf. Victorian goth, Pagan. Celtic, walking at night in the woods or grave yard and listening to music #Goth #movies #music #art",FALSE,NA,NA,0,3,0,1666,2,466,248,NA,NA,NA,NA,NA
"96","1477293780948631556","kim_crawley","RT @AutCollab: The Autistic Collaboration Trust in collaboration with S23M Healthcare Solutions is working with healthcare professionals to…",FALSE,"190038605","1477293780948631556","2022-01-01T15:00:58.000Z","en",NA,"2010-09-12T22:42:21.000Z",FALSE,"Kim Crawley crowgirl@hachyderm.io","https://pbs.twimg.com/profile_images/1519341392623030272/Uoa91UiE_normal.jpg","Toronto, Ontario, Canada","Cybersecurity research: @IOActive

Hacker Culture: A to Z, Q3 2023 @OReillyMedia
Cloud Penetration Testing for Red Teamers, Q4 2023 @PacktPublishing

She/her",FALSE,"1612425768843509762","https://t.co/S1TJFEUPRl",2,0,0,254003,880,22129,9518,"retweeted","1477204775565332482","The Autistic Collaboration Trust in collaboration with S23M Healthcare Solutions is working with healthcare professionals to facilitate sector wide education in the neurodiversity paradigm, the neurodiversity movement, and autistic culture https://t.co/IloahNht7A.","en","1412847577888792576"
"97","1477292844582948865","SallyBourliakas","@NeuroRebel Neurodiversity is to be celebrated not looked down in.
The great leaps in scientific understanding and inventions have often been by reclusive or extrovert neurodiverse people from to Leonardo Da Vinci to Cavendish to Branson.
Society needs to value neurodiversity.",FALSE,"737585496","1473128667706531840","2022-01-01T14:57:15.000Z","en","801841042710495232","2012-08-04T23:11:37.000Z",FALSE,"Sally Bourliakas 💙","https://pbs.twimg.com/profile_images/1455016493536718856/QOcI8GAF_normal.jpg","Bicester England","Covid is Airborne wear FFP2/3 masks! Air filtration needed in schools & workplaces now! Mum, scientist, Sci-Fi reader, PS3 geek Labmonkey16@mastodonapp.uk",FALSE,"1523276528590946317",NA,0,1,0,70407,7,1364,935,NA,NA,NA,NA,NA
"98","1477289518352977924","blondewonk","RT @Mollys_ADHD: Thread//: Growing up with ADHD is believing that you’re a burden, that you’re broken and that you need fixing because you’…",FALSE,"455390561","1477289518352977924","2022-01-01T14:44:02.000Z","en",NA,"2012-01-05T02:06:45.000Z",FALSE,"Lauren Hughes","https://pbs.twimg.com/profile_images/1588607897134632962/EJF31_u6_normal.jpg","7/30 MLB Parks ⚾️🏟","mother of dogs. gryffindor. gamer. #ADHD-er. lover of books, sunshine, & the Oxford Comma. Floridian. Mainly here to yell about ⚾️ #Cubs + #RaysUp &  🏈 #GoBucs",FALSE,"679499104586706944",NA,50,0,0,65227,113,2135,828,"retweeted","1477287035337646086","Thread//: Growing up with ADHD is believing that you’re a burden, that you’re broken and that you need fixing because you’re constantly being criticized and being punished for failures that you cannot ALWAYS appropriately control. 
#ADHD #Neurodiversity","en","1277362843017457665"
"99","1477289240035794950","galnicholas","RT @Mollys_ADHD: Thread//: Growing up with ADHD is believing that you’re a burden, that you’re broken and that you need fixing because you’…",FALSE,"401378261","1477289240035794950","2022-01-01T14:42:56.000Z","en",NA,"2011-10-30T13:15:23.000Z",FALSE,"Stel","https://pbs.twimg.com/profile_images/1449387512049377280/gpuQu_xM_normal.jpg","London, UK","He/Him. Masters student of Developmental Psychology/Behavioural Genetics. Advocate for acceptance of neurodiversity and hummus.",FALSE,"1455220692975239170","https://t.co/PX5cHoOpJP",50,0,0,2148,1,85,316,"retweeted","1477287035337646086","Thread//: Growing up with ADHD is believing that you’re a burden, that you’re broken and that you need fixing because you’re constantly being criticized and being punished for failures that you cannot ALWAYS appropriately control. 
#ADHD #Neurodiversity","en","1277362843017457665"
"100","1477289026461880323","Vedankt","RT @Mollys_ADHD: Thread//: Growing up with ADHD is believing that you’re a burden, that you’re broken and that you need fixing because you’…",FALSE,"2170649264","1477289026461880323","2022-01-01T14:42:05.000Z","en",NA,"2013-11-02T17:41:40.000Z",FALSE,"höneybün","https://pbs.twimg.com/profile_images/1629083354359275521/7oAMTNA8_normal.jpg","💔🦋🖤","لَا إِلَٰهَ إِلَّا ٱللَّٰهُ مُحَمَّدٌ رَسُولُ ٱللَّٰهِ
ॐ त्रिशूल 7777777
year of the höneybünny",FALSE,"1512043362261639176","https://t.co/OooizUdz6I",50,0,0,8573,1,26,432,"retweeted","1477287035337646086","Thread//: Growing up with ADHD is believing that you’re a burden, that you’re broken and that you need fixing because you’re constantly being criticized and being punished for failures that you cannot ALWAYS appropriately control. 
#ADHD #Neurodiversity","en","1277362843017457665"
"101","1477287839322750979","NowPsych","RT PsychiatricNews: HAPPY NEW YEAR! The January issue of Psychiatric News is available online. Check out what psychiatrists have to say about ethical decision-making, the pros and cons of #telepsychiatry, #neurodiversity, and more. … https://t.co/C82jCKWsVK",FALSE,"1088878992919269377","1477287839322750979","2022-01-01T14:37:22.000Z","en",NA,"2019-01-25T19:19:17.000Z",FALSE,"NowPsych","https://pbs.twimg.com/profile_images/1088879702083887106/1OBzj-Rw_normal.jpg","Internetaddictioncenter.com","NowPsych provides telepsychiatry services for children and adolescents with mental health and behavioral concerns. Tweets are not medical advice",FALSE,NA,"https://t.co/sRPNPyeGtC",0,0,0,6942,0,117,41,NA,NA,NA,NA,NA
